Date,MEGACPO.MX,ALSEA.MX,AC.MX,KIMBERA.MX,AMXL.MX,GRUMAB.MX,GCARSOA1.MX,BIMBOA.MX,GCC.MX,OMAB.MX,PINFRA.MX,GMEXICOB.MX,FEMSAUBD.MX,GAPB.MX,ASURB.MX,TLEVISACPO.MX,CEMEXCPO.MX,GFNORTEO.MX
2014-01-23,47.900001525878906,42.04999923706055,73.86000061035156,35.2400016784668,14.479999542236328,108.16999816894531,66.88999938964844,34.77000045776367,40.790000915527344,43.77000045776367,164.8300018310547,42.380001068115234,123.86000061035156,70.95999908447266,155.25999450683594,76.11000061035156,14.471799850463867,90.2300033569336
2014-01-24,48.02000045776367,40.47999954223633,73.23999786376953,34.18000030517578,14.25,105.2699966430664,66.30999755859375,34.56999969482422,40.790000915527344,42.41999816894531,161.25999450683594,41.650001525878906,121.76000213623047,71.30999755859375,153.77000427246094,77.05999755859375,14.241000175476074,89.01000213623047
2014-01-27,47.959999084472656,39.869998931884766,74.19999694824219,33.54999923706055,14.239999771118164,106.5,65.9000015258789,35.279998779296875,40.790000915527344,42.20000076293945,160.27000427246094,42.439998626708984,120.69999694824219,71.1500015258789,150.1199951171875,76.83999633789062,14.18970012664795,88.0199966430664
2014-01-28,50.900001525878906,39.75,72.5199966430664,33.0,14.140000343322754,107.54000091552734,64.98999786376953,34.310001373291016,40.790000915527344,41.97999954223633,161.2100067138672,42.08000183105469,119.68000030517578,70.2699966430664,148.88999938964844,75.58999633789062,14.30090045928955,87.44000244140625
2014-01-29,51.2599983215332,39.20000076293945,72.36000061035156,33.02000045776367,14.119999885559082,107.98999786376953,66.43000030517578,34.119998931884766,40.790000915527344,42.0,161.30999755859375,41.970001220703125,120.36000061035156,71.37999725341797,149.3800048828125,75.55999755859375,14.258099555969238,88.27999877929688
2014-01-30,50.43000030517578,39.4900016784668,72.91000366210938,33.0099983215332,14.359999656677246,107.94000244140625,68.80000305175781,35.45000076293945,40.790000915527344,42.04999923706055,163.6300048828125,42.70000076293945,120.77999877929688,72.01000213623047,149.7899932861328,76.51000213623047,14.232500076293945,87.27999877929688
2014-01-31,48.25,39.900001525878906,73.43000030517578,34.099998474121094,14.279999732971191,108.73999786376953,69.8499984741211,35.529998779296875,40.790000915527344,41.45000076293945,162.6300048828125,43.290000915527344,121.18000030517578,72.54000091552734,150.85000610351562,77.81999969482422,14.129899978637695,84.41999816894531
2014-02-04,48.880001068115234,39.52000045776367,73.20999908447266,33.150001525878906,14.09000015258789,106.0199966430664,68.33000183105469,34.529998779296875,40.790000915527344,41.529998779296875,162.0500030517578,42.52000045776367,118.91999816894531,72.20999908447266,148.99000549316406,75.43000030517578,14.070099830627441,81.2300033569336
2014-02-05,47.959999084472656,37.88999938964844,72.79000091552734,32.0099983215332,13.770000457763672,107.68000030517578,68.05999755859375,34.619998931884766,40.790000915527344,41.0,162.83999633789062,42.77000045776367,117.23999786376953,71.56999969482422,145.02000427246094,75.1500015258789,14.326499938964844,83.11000061035156
2014-02-06,48.900001525878906,38.810001373291016,71.55000305175781,32.9900016784668,14.010000228881836,107.54000091552734,67.70999908447266,35.29999923706055,40.790000915527344,42.189998626708984,160.72000122070312,43.43000030517578,117.5,70.61000061035156,146.27999877929688,76.83999633789062,14.617199897766113,83.79000091552734
