Date,FRPH,GAIA,GCBC,HUBG,FITB,FONR,HA,CALM,HSIC,FCCY,FORD,HSKA,FWRD,FBNC,FMBI,GIFI,GILT,FNLC,FLIC,HIBB,EBAY,HBAN,FMBH,HELE,GSBC,FCAP,FLEX,EMCF,HDSN,HTLF
13/07/2004,32.5,6.6,32.34,31.84,53.34,1.19,5.8,14.63,66.14,31.19,2.6,1.4,36.66,31.129,34.38,22.02,4.8,18.83,45.06,23.71,83.38,23.08,49.25,36.13,28.48,21,14.01,26,1.05,18.27
14/07/2004,32.5,6.34,32.34,32.49,53.98,1.19,6,14.28,66.09,31.25,2.6,1.39,36.82,30.88,34.44,22.75,4.67,18.83,43.95,22.29,83.77,23.05,49.25,36.03,27.94,20,13.8,26,0.96,17.8
15/07/2004,32.51,6.53,31.5,32.55,50.5,1.18,6.25,13.93,65.2,30.55,2.77,1.45,37.19,30.5,34.3,23.16,4.35,18.47,45.1,23.95,83.46,23.02,51,33.59,27.22,20,13.9,26.25,0.89,17.94
16/07/2004,32.51,6.26,31.5,32.6,50.18,1.15,6.93,13.41,63.36,30.55,2.67,1.47,37.61,29.93,34.31,23.13,4.45,18.46,43.5,22.54,80.36,23.74,51,34.18,26.53,20,14.1,26.25,0.89,17.5
19/07/2004,32.75,7.08,31.5,32.64,50.52,1.14,6.83,11.77,63.47,31.94,2.68,1.409,37.43,29.92,34.4,23.54,4.4,18.2,44.39,21.95,78.5,24.22,51,31.24,26.83,20,14.06,26.25,0.891,17.43
20/07/2004,32.75,7.05,31.5,33.5,50.71,1.18,6.56,12.05,63.84,31.85,2.71,1.41,37.78,30.15,35.1,23.21,4.42,17.89,44.19,22.56,79.95,24.6,33.25,31.26,27.4,20,13.59,24.75,0.891,17.7
21/07/2004,32.75,6.63,31.5,33.4,50.62,1.17,6.4,11.5,61.7,31.35,2.25,1.45,36.66,29.6,34.18,22.76,4.29,17.2,42.55,18.62,76.6,24.15,33.25,31.72,26.54,20.74,13.06,24.75,0.85,17.35
22/07/2004,31.8,6.301,31.5,32.44,50.66,1.13,6.4,11.15,61.39,31.35,2.25,1.43,35.86,28.7,33.81,23.01,4.07,17.25,43.1,18.95,77.39,24.02,33.25,31.5,26.95,20.74,13.33,24.75,0.96,17.16
23/07/2004,31.8,6.7,31.5,32.07,50,1.09,6.33,10.95,61.01,32.25,2.21,1.4,35.45,28.62,33.37,23,4.12,17.5,42.5,19.33,75.01,23.89,33.25,31.04,27,20.74,12.5,24.75,0.89,16.78
26/07/2004,32.01,5.75,31.5,31.6,49.86,1.02,6.14,10.93,60.99,31.04,2.24,1.44,35.11,28.93,33.05,22.52,4.03,17.2,42.95,18.9,74.27,23.99,33.25,30.46,27.22,20,12.19,25.5,0.93,16.81
27/07/2004,31.95,5.79,32,31.9,50.23,1.07,6.01,11.33,66.11,31.04,2.23,1.36,35.95,29.72,33.71,22.89,4.2,17.75,43.84,18.85,78.46,24.17,33.25,31.4,28.32,20,12.17,25.5,0.82,17.67
28/07/2004,32.25,6,32,32.15,49.86,1.07,6.06,11.2,65.77,31.04,2.26,1.39,38.56,30,33.25,20.92,4.15,17.75,43.07,19,78.79,23.96,33.25,31.18,28.199,20,11.91,25.5,0.95,18.24
29/07/2004,32.74,5.9,32.447,32.98,49.9,1.15,6.24,11,66.25,31.04,2.26,1.36,40.3,29.9,33.71,19.99,4.48,17.2,42.75,19,79.47,24.44,33.25,31.29,28.5,20.96,12.44,25.5,1.07,18.1
30/07/2004,32.74,5.9,32.45,32.64,49.36,1.14,6.3,11.85,67.1,31.04,2.289,1.37,39.71,29.5,33.77,20.13,4.61,17.3,43.92,19.06,78.33,24.43,33.25,31.36,28.21,20.99,12.57,24.75,1.14,18.09
02/08/2004,32.499,5.75,32.9,32.81,49.16,1.11,6.37,11.51,67,31.99,2.29,1.35,41.05,29.64,33.7,20.06,4.45,17.25,43.15,19.12,79.15,25.07,33.75,31.06,28.67,20.99,12.51,26,0.9,17.13
03/08/2004,32.59,5.6,32.66,31.76,48.81,1.14,6.48,12.16,65.73,31.99,2.26,1.24,40.82,29.31,33.34,20.26,4.35,17.25,42.75,18.54,77.08,25,34,31.07,29.01,20.99,12.09,26,1.14,17.1
04/08/2004,32.75,6.2,32.67,31.13,48.66,1.1,6.42,12.1,64.4,32,2.25,1.24,39.82,29.59,33.49,20.4,4.3,17.25,42.25,18.41,75.8,24.4,34.25,30.77,29.22,20.99,12.25,26,1.02,17.08
05/08/2004,32.9,6.04,32.67,30.67,48.35,1.09,6.26,11.5,63.56,32,2.22,1.199,39.25,29.4,32.93,20.55,4.35,17.89,42,17.82,73.79,24.11,34.25,29.44,28.32,20.99,11.96,26,1.07,17.05
06/08/2004,32.66,5.89,32.67,28.31,47.86,1.08,6.22,11.5,62.66,32,2.16,1.199,37.79,29.22,32.35,20,4.24,18.4,41.6,17.21,73.76,23.76,34.25,27.93,28.14,20.99,11.27,26,1.07,16.9
09/08/2004,32.75,5.949,32.89,28.76,47.44,1.08,5.85,11.09,61.53,32,2.13,1.15,38.34,28.91,32.33,20.37,4.2,17.5,41.87,16.65,72.97,23.89,33.5,27.12,27.91,20.99,11.25,26,1.07,16.9
10/08/2004,33.09,6.19,32.89,30.38,47.65,1.08,5.5,10.5,62.03,31.344,2.17,1.2,39.62,29.5,33.02,20.4,4.19,17.75,43.14,17.51,75.74,23.57,35,26.63,29.1,20.99,11.37,26,1.07,17.64
11/08/2004,32.25,6.04,32.89,29.59,47.97,1.11,5.61,10.65,62.79,32.49,2.04,1.2,39.25,29.79,32.95,19.78,4.14,18.98,42,17.6,76.38,23.77,35,28.16,29.248,20,10.64,24.75,1.07,17.3
12/08/2004,32.517,6.04,32.47,28.84,47.39,1.07,5.74,10.39,61.03,32.25,2.015,1.09,38.36,29.11,32.89,19.7,4.02,18.5,41.5,17.27,77.51,23.59,35,27.56,29.2,20,10.08,24.75,0.95,17
13/08/2004,32.75,6.09,32.47,27.5,46.86,1.09,5.6,10.2,61.17,32.24,2.02,1.05,37.92,29.02,33.04,19.61,4,18.25,41.03,17.26,77.36,23.42,35,27.94,29.27,20,10.3,24.75,0.99,17.07
16/08/2004,32.75,6.35,32.47,28,47.75,1.08,5.78,10.36,61.43,31.41,2.05,1.07,38.69,29.86,33.5,19.91,4.03,18.25,43.5,17.69,78.72,23.77,35,27.58,30.4,20,10.65,26,1.08,17.6
17/08/2004,32.49,6.11,32.47,28.81,48.12,1.04,6.06,11.05,61.13,31.95,2,1,37.75,30.13,33.5,18.43,4.06,18.25,43.42,17.95,79.57,23.75,35,27.93,30.31,20,10.94,26,1.07,17.85
18/08/2004,32.5,5.75,32.47,29.57,49.17,1.05,6,11.41,61.03,32.55,2.08,1.15,38.82,31.61,33.74,18.6,4.13,17.75,41.93,18.45,79.91,24.08,35,26.85,31.38,20.5,11.2,26,1.1,18.09
19/08/2004,32.59,6.25,32.89,28.93,49.36,1.08,6,11.41,62.08,32.55,2.01,1.11,38.8,31.2,33.53,18.49,4.04,17.5,41.71,18.41,79.68,23.79,35.5,26.56,31.43,20.5,11.37,26,0.96,17.79
20/08/2004,32.75,6.28,32.89,28.62,49.87,1.1,5.9,11.32,63.17,32.55,2.06,1.28,38.49,32.47,34.32,18.99,4.01,18.74,43.2,18.53,81.37,24.14,35.5,26.64,31.4,19.55,11.48,25,0.96,18.13
23/08/2004,32.01,6.25,31.79,27.78,49.74,1.1,5.94,11.01,62.75,32,2.1,1.44,37.01,32.21,33.74,19.73,4.26,18.8,41.6,18.19,82.35,24.09,35.8,27.65,31.35,19.7,11.53,25,0.96,18.1
24/08/2004,32.08,6.41,32.5,28.21,49.87,1.06,6.15,10.62,62.65,32,2.1,1.39,37,32.38,34.3,19.35,4.2,17.5,42.45,18.14,83.87,24.13,35.75,26.9,31.45,19.7,11.7,25,0.96,18.34
25/08/2004,31.74,6.03,32.75,27.75,50.34,1.09,6.41,10.72,63.48,31.51,2.13,1.479,37.43,32.79,34.45,19.65,4.27,17.5,43.21,18.37,85.66,24.25,35.75,26.64,31.85,19.7,11.77,25.25,0.96,18.35
26/08/2004,33.84,6.25,32.75,27.6,50.55,1.06,6.56,10.9,62.82,31.51,2.08,1.55,36.96,32.51,34.4,19.9,4.6,18.75,42.5,18.5,86.41,24.4,36,26.42,31.381,20.5,12.61,25.25,0.96,18.04
27/08/2004,34.02,6.26,32.81,27.86,50.43,1.09,7.2,11.1,62.57,31.51,2.09,1.63,36.88,32.94,34.61,19.98,4.48,18.5,43,18.4,85.91,24.32,36,26.48,31.85,20.5,12.85,25,0.97,18.35
30/08/2004,33.97,6.251,30.59,27.21,49.96,1.1,6.96,10.84,61.73,31.51,2.08,1.49,36.16,32.58,34.16,20.022,4.51,18.9,42.74,17.76,85.51,24.32,36.5,26.14,31.42,20.5,12.53,25,0.97,18.19
31/08/2004,33.5,6.71,31.17,26.52,49.81,1.1,7.25,10.82,62.28,31.51,2.16,1.5,36.33,32.47,34.43,19.96,4.6,18.5,42.5,18.17,86.54,24.67,36.5,27,32.1,20.5,12.41,25,0.95,17.89
01/09/2004,33.5,6.55,31.4,26.62,48.87,1.11,7.5,10.7,63.33,31.6,2.15,1.44,36.69,32.54,34.35,20.4,4.77,19.23,42.71,17.54,87.63,24.59,36.5,27,31.58,20.6,12.51,25,0.941,18.01
02/09/2004,33.97,6.25,31.6,29.24,49.08,1.2,7.75,10.74,63.885,32.46,2.16,1.56,37.55,33.57,34.82,20.55,4.92,19.2,42.36,18,89.55,24.84,36.5,28.19,32.26,20.6,13.2,25,1.2,18.12
03/09/2004,34,6.22,31.6,29.64,49.69,1.16,7.92,10.57,64,32.5,2.23,1.48,36.95,32.94,34.54,19.93,4.92,19.35,42.04,18.29,89.38,25,36.5,28.31,32.58,20.56,12.63,25,1.2,17.72
07/09/2004,33.56,6.151,31.6,29.95,49.33,1.22,8.42,10.7,65.1,32.5,2.22,1.5,37.54,33.76,34.74,19.73,5.16,19.3,42.65,18.04,89.1,25.01,36.5,28.85,32.59,20.56,12.55,25,1.1,18.11
08/09/2004,33.56,6.23,31.6,29.95,48.3,1.19,8.72,10.65,63.95,32,2.25,1.579,37.9,33.219,34.22,19.74,5.12,19.34,43.56,17.54,89.1,24.74,36.5,28.8,32.6,20.56,12.27,25,1.04,17.75
09/09/2004,33.79,6.23,30.25,30.7,47.92,1.2,8.31,10.6,63.36,31.75,2.23,1.5,37.8,33.6,35.08,19.66,5.52,19.3,43.05,18.42,87.91,24.74,36.5,28.8,34.03,20.56,13.09,25,0.941,17.91
10/09/2004,33.79,6.08,30.94,30.67,48.5,1.22,7.83,10.59,63.38,31.75,2.3,1.51,38.1,33.95,35.16,19.66,5.5,19.35,43,18.37,90.07,24.59,36.5,29.08,34.15,20.56,13.16,26,1.07,18.1
13/09/2004,33.79,6.301,30.97,30.4,48.5,1.21,7.96,11.23,63.62,32.47,2.219,1.5,37.5,33.76,35.35,20.14,5.75,19.25,42.78,19.09,92.1,24.58,36.5,29.35,34.489,20.56,13.3,26,0.94,18.26
14/09/2004,33.92,6.27,30.97,30,48.85,1.3,7.94,12.65,62.72,32.47,2.2,1.48,37.34,33.72,35.45,20.03,5.63,19.45,43.5,18.99,94.41,24.53,36.45,29.05,34.11,21,13.59,26,0.94,18.06
15/09/2004,33.74,6.25,30.97,30.72,48.92,1.28,7.6,12.15,62.2,32.55,2.18,1.4,37.53,33.7,35.18,20,5.61,19.39,42.92,18.5,94.05,24.41,36,28.91,34.2,21,12.66,25.5,0.94,18.5
16/09/2004,32.95,6.12,31.6,31.75,50,1.2,7.64,12.25,62.01,32.55,2.2,1.46,37.73,33.6,35.5,19.5,5.63,19.39,43.46,18.69,92.33,24.65,36,29.28,35,21,12.71,25.5,1,18.54
17/09/2004,33.7,6.24,32.2,32.73,49.72,1.17,7.7,12.49,61.97,32.5,2.15,1.4,37.69,33.59,35.31,20.36,5.59,19.45,44.02,19.05,93.1,24.65,36,28.78,34.1,21,12.91,25.5,0.8,18.4
20/09/2004,33.05,6.24,31.88,33.79,48.99,1.14,7.62,12.28,61.75,32.5,2.2,1.42,38.42,32.85,34.86,20.44,5.59,19.3,44.8,18.995,91.39,24.55,36,28.72,33.93,21,12.76,26.25,1,18.69
21/09/2004,33.05,6.19,31.88,35.45,48.59,1.16,7.47,12.24,62.35,32.5,2.18,1.57,38.75,33.33,35.47,20.45,5.65,19.3,44.82,19.05,90.65,24.5,36,28.68,34.5,21.5,13.2,26.25,1.19,18.99
22/09/2004,33.83,6.09,31.88,35.3,49.38,1.14,7.22,11.63,61.1,32.5,2.18,1.5,37.54,32.56,34.32,20.34,5.52,19.4,44.5,18.65,88.78,24.33,37,27.449,32.07,21.5,13.4,26.25,1.15,18.66
23/09/2004,33.83,5.91,31.91,35.1,48.77,1.13,7.18,11.71,61.09,32.5,2.171,1.53,37.73,32.26,34.05,20.38,5.56,19,43.67,18.73,90.1,24,37,27.28,31.83,21.5,13.53,26.25,1.14,18.44
24/09/2004,33.56,6.08,30.8,35.64,49.33,1.14,6.99,12.05,60.92,32.5,2.19,1.51,38.48,32.44,34.05,21.32,5.54,19.45,43.67,19.76,89.22,24.21,37,26.55,31.5,21.5,13.47,26.25,1.05,18.61
27/09/2004,33.56,6.05,30.8,35.77,49.06,1.15,6.67,10.93,61.01,32.5,2.21,1.5,37.85,32,33.53,21.41,5.83,19.45,43.01,19.62,88.73,24.29,37,26.4,31.04,21.5,13.25,26.25,0.85,18.08
28/09/2004,33.56,6,30.72,36.11,49.01,1.14,6.6,11.01,62.3,32.5,2.25,1.55,38.61,33,34.3,21.95,5.88,19.49,43.32,20.02,90.24,24.5,37,26.68,31.85,21.5,13.18,26.25,0.861,18.13
29/09/2004,33.09,6.01,30.72,37.76,49.6,1.13,6.3,11.12,63.44,32.5,2.26,1.72,39.02,32.13,34.97,21.37,5.9,19.49,43.28,20.24,92.16,24.75,36.5,26.61,31.5,21.5,13.25,25.75,0.939,18.72
30/09/2004,32.86,5.97,31.71,37.25,49.22,1.14,6.16,10.97,62.31,32.5,2.28,1.83,40.02,33.72,34.56,22.3,5.95,19.25,42.68,20.49,91.94,24.91,36.5,27.22,31.25,21,13.25,26,1.03,18.45
01/10/2004,33.05,6.06,31.71,37.26,49.83,1.15,6.3,10.97,63.31,32.5,2.33,1.83,41.17,33.78,35.52,23.07,5.95,19.25,42.96,20.65,92.44,25.15,36.75,28.87,31.92,20.25,13.55,26,0.95,18.29
04/10/2004,32.15,5.89,31.71,37.5,50.0736,1.15,6.4,11.16,63.89,32.5,2.22,1.839,42.01,34.5,35.9,23.08,5.94,19.25,42.94,20.83,93.65,25.11,36.75,28.95,32.73,20.25,13.85,26.35,0.95,18.26
05/10/2004,33.03,5.88,31.71,37.6,49.52,1.13,6.32,10.98,59.64,32.5,2.26,1.859,42.14,34.48,35.5,24.01,6.16,19,42.94,20.71,93.87,25.07,36.75,28.59,32.56,20.3,13.8,26.15,1.01,18.72
06/10/2004,34,5.92,31.06,39.35,50.13,1.08,6.05,10.82,61.73,32.4,2.29,1.769,43,35.47,36.11,24.55,6.22,18.89,43.17,20.88,96.6,25.17,36.75,28.82,32.88,20.78,13.95,25.75,1,19
07/10/2004,33.77,5.97,31.06,38.81,50.09,1.09,5.98,10.79,61.24,32.4,2.36,1.65,42.61,35.47,35.21,24.29,6,18.63,42.07,20.3,94.99,25.13,36.75,29.01,32,20.3,13.87,25.75,0.87,18.46
08/10/2004,33.77,5.86,31.06,38.4,49.6,1.09,5.9,10.72,60.16,32.4,2.35,1.62,42.2,34.98,34.69,23.76,5.89,18.63,43,20.22,92.59,25.07,36.75,28.15,31.59,20.3,13.14,25.75,0.87,18.38
11/10/2004,32.5,5.88,31.06,39.05,50.13,1.07,6.02,10.46,60.28,32.4,2.25,1.58,42.48,35.42,35.02,24.06,6.07,19,42.55,20.2,93.73,25.05,36.75,28.8,31.83,20.3,13.05,25.75,0.97,18.43
12/10/2004,33.8,5.69,31.06,38.91,50.08,1.09,6.11,10.46,59.68,32.5,2.3,1.56,42.77,35.47,35.07,23.45,5.89,19.2,42.79,19.99,93.49,24.87,36.75,27.44,32.3,20.3,12.99,25.75,0.88,18.64
13/10/2004,33.8,5.89,31.06,37.91,49.74,1.08,6,10.5,58.78,32.14,2.3,1.58,42.53,35.2,34.65,22.94,5.9,18.05,42.9,19.76,94.56,24.47,36.75,28.13,31.1,20.35,13.08,26.25,0.89,18.7
14/10/2004,35.36,5.73,31.041,38.36,48.91,1.07,6,10.48,58.37,32.14,2.301,1.57,42.8,35.059,34.03,22.45,5.75,17.9,42.25,19.67,95.47,24.27,36.75,27.71,30.73,20.35,12.67,26.25,1.1,18.6
15/10/2004,35.36,5.52,31.04,39.94,48.76,1.06,6.03,10.39,58.34,32.14,2.34,1.54,42.78,35.51,34.59,23.29,5.85,18.3,42.94,19.98,93.76,24.69,36.75,27.94,32.85,20.35,12.53,26.25,1.069,18.96
18/10/2004,35.36,5.47,30.7,40.2,49.76,1.05,5.94,10.57,58.94,32.19,2.5,1.53,44,35.69,34.43,23.09,5.8,18,42.6,20.54,94.71,24.53,38,27.64,33.12,20.27,12.85,26.5,0.9,19.09
19/10/2004,35.36,5.9,30.7,40.12,49.72,1.05,5.91,11.11,57.6,32.5,2.45,1.51,43.9,35.25,34.19,22.15,5.84,18,43,20.92,92.45,23.65,38,27,32.34,20.85,12.88,26,1.08,18.99
20/10/2004,35.36,5.85,30.7,40.28,49.02,1.04,5.88,11.2,58.09,32.5,2.411,1.5,44.05,35.75,34.47,23.04,5.78,18,43,20.95,91.36,23.46,38,26.39,32.45,21.1,13.06,26,0.911,19.12
21/10/2004,35.99,5.78,31.4,42.13,48.71,1.04,5.83,11.02,58.62,32.5,2.56,1.47,44.15,36,34.53,24,5.82,17.9,42.45,21.23,99.59,23.49,38,26,32.7,21,12.98,26,0.91,19.1
22/10/2004,35.221,5.84,30.22,42.4,47.82,1.04,6.06,10.68,58.14,32.27,2.35,1.44,43.7,35.54,33.73,24.58,5.79,18.38,41.6,21.05,95.91,23.36,38,25.15,31.62,21,12.58,26,0.91,18.86
25/10/2004,36.24,5.84,30.22,39.37,47.7,1.03,6.07,10.52,59.1,32.27,2.34,1.42,43.72,36.73,34.1,24.47,5.84,17.99,43.45,21.32,95.91,23.3,37,25.01,32.45,21.4,12.54,26.25,0.91,18.89
26/10/2004,36.24,5.69,30.75,39.4396,48.6,1.09,6.23,10.2,60.08,32.95,2.311,1.3,45.195,37,34.24,24.24,5.92,17.99,43.25,21.82,95.25,23.69,36.75,24.67,33.2,21,11.67,25.5,0.93,18.52
27/10/2004,36.24,5.84,31.15,40.4,49.36,1.1,6.49,10.25,61.96,33,2.4,1.42,42.33,38.55,35.16,21.6,5.83,17.93,44,22.35,98.67,23.92,36.75,26.25,33.99,20.45,11.98,25.6,0.91,18.8
28/10/2004,35.06,5.84,31.15,39.94,49.19,1.08,6.95,10.29,63.65,32.75,2.4,1.5,42.15,38.191,35.25,20.2,5.73,17.76,45,22.22,98.87,24.11,36.75,26.23,33.81,21,11.9,25.5,0.89,19.11
29/10/2004,35.06,5.25,32.8,40.22,49.19,1.07,6.63,10.21,63.23,32.35,2.38,1.57,41.17,37.69,34.91,20.46,5.74,18.05,44.01,22.36,97.63,23.95,36.75,26.55,33.37,21,12.05,26,0.88,18.55
01/11/2004,35.06,5.27,32.8,38.58,49.29,1.04,6.7,10.11,62.98,33.49,2.33,1.49,41.1,37.7,35.23,19.68,5.904,18,43.75,22.39,99.28,23.92,36.75,25.75,34.25,21,12.4,26.3,0.86,18.35
02/11/2004,35.06,5.39,32.8,38.81,49.42,1.05,6.36,10.49,62.28,34,2.341,1.49,40.35,37.4,35,19.39,5.96,18,43.55,22.09,100.66,23.9,37,25.8,33.75,21,13.04,26.25,0.9,18.52
03/11/2004,34.48,5.51,32.9,39.68,50,1.08,6.4,10.15,63.34,34,2.35,1.53,41.65,37.5,35.7,19.21,6.07,17.95,44.71,22.55,99.25,23.79,37.25,26.18,34.8,21,12.89,26.25,0.86,18.73
04/11/2004,36.1,5.5,32.9,41.63,51.32,1.1,6.39,10.16,63.49,34,2.35,1.529,41.38,38,36.19,19.54,5.87,18,46,23.09,100.87,24.4,37.25,26.19,35,21,13.01,26.25,0.86,19.35
05/11/2004,36.1,5.33,32.9,42.31,51.03,1.12,6.38,9.99,63.65,34,2.56,1.56,42.03,38,36.68,19.68,5.91,17.77,45.41,23.29,99.68,24.37,37.25,26.33,35.69,21,13.25,26.25,1.05,19.16
08/11/2004,37.5,5.44,32.9,42.21,49.98,1.14,6.4,11.63,63.3,34,2.461,1.559,42.076,37.8,35.82,18.69,5.81,18,45,23.17,103.69,24.08,37.25,26.52,35.46,20.45,13.51,26.5,0.9,18.96
09/11/2004,37.6,5.31,32.9,43.11,49.78,1.25,6.51,11.83,63.29,34,2.42,1.5,42.6,37.3,35.87,19.12,5.79,18,45.04,22.86,104.47,24.13,37.25,26.4,35.06,20.45,13.59,26,0.93,19.1
10/11/2004,38.5,5.25,32.59,42.91,49.98,1.18,6.68,11.86,63.12,33.8,2.52,1.499,42.91,37.79,36.06,19.27,5.55,17.98,45.5,23.64,103.84,24.17,37.25,26.84,36.14,20.45,13.58,26,0.95,19.64
11/11/2004,38.76,5.38,32.59,43.71,50.8,1.21,6.75,13.25,63.52,33.5,2.57,1.52,44.4,37.57,36.86,19.08,5.59,18,45.52,24,107.84,24.25,37.25,26.76,37.32,21,14.26,26,0.921,19.89
12/11/2004,38.76,5.26,32.59,43.72,51.47,1.23,6.7,12.8,63.8,34.49,2.6,1.6,44.84,37.87,36.71,19.68,5.659,17.96,46.25,23.97,109.89,24.42,38.25,26.75,37.43,20.5,14.51,26.25,0.921,20.02
15/11/2004,38.76,5.22,31.47,43.55,51.63,1.24,6.61,12.75,64.91,35.5,2.58,1.37,44.28,37.81,36.7,19.79,6.21,17.8,46.75,23,109.42,24.61,37.5,26.93,37.44,20.5,14.53,26.25,0.921,20.18
16/11/2004,38.76,5.17,32.29,44.56,51.86,1.24,6.5,12.32,65.02,34.5,2.58,1.34,44.05,25.58,36.72,19.13,6.55,17.15,45.65,22.48,107.92,24.35,38,27.1,36.31,20.5,14.53,26.25,0.88,20.07
17/11/2004,38.76,5.21,33,44.33,52.23,1.25,6.5,13.27,65.98,34.55,2.549,1.29,44.9,25.95,36.78,19.55,6.33,17.15,46.71,22.77,109.37,24.4,38,28.47,37.2,20.5,14.84,26.25,0.95,20.24
18/11/2004,38.76,5.21,32.9,43.5,51.95,1.28,6.39,13.41,66.17,35,2.53,1.15,44.62,25.75,36.69,19.43,6.27,17.75,46.64,22.75,110.5,24.41,37.75,28.54,37.45,20.5,14.85,26.5,0.95,20.2
19/11/2004,38.76,5.06,32.9,43.04,51.01,1.27,6.26,13.15,65.66,34.5,2.63,1.16,44.28,24.7,35.98,20.3,6.16,17.6,45.55,24.65,108.34,24.12,37.75,28.21,37.5,20.8,14.51,26.5,0.881,19.8
22/11/2004,40.98,5.14,32.61,44.06,51.23,1.29,6.36,13.4,65.19,36,2.62,1.11,45.99,25.59,36.9,20.75,6.29,17.6,46.38,25.01,109.48,24.15,37.75,27.96,38.54,21,14.71,26.5,0.88,20.6
23/11/2004,39.28,5.1,32.9,44.15,51.35,1.32,6.3,13.24,64.24,36,2.69,1.14,46.41,26.55,37.02,21.25,6.18,17.6,47.5,24.88,109.53,24.19,38.5,28.31,39.15,21,14.45,26.5,0.88,20.5
24/11/2004,40.23,5.25,32.9,43.4,51.18,1.43,6.35,13.11,64.88,36,2.71,1.15,46.04,27.24,37.11,20.89,6.12,17.9,48.47,24.95,111.71,24.15,41,28.57,39.68,21,14.64,26.5,0.89,21.03
26/11/2004,40.79,5.3,32.9,43.49,51.11,1.64,6.24,13.38,64.94,36.73,2.71,1.2,46.07,27.1,37.1,20.94,6.07,17.9,48.5,24.88,111.5,24.13,41,28.5,39.65,21,14.59,26.5,0.9,21.35
29/11/2004,41.5,5.531,32.9,43.58,50.78,1.63,6.11,13.38,65.35,36.72,2.74,1.15,46.28,27.96,37.45,21.5,5.99,17.71,49,24.77,112.65,24.25,41,28.24,40.25,21,14.59,26.5,0.88,21.84
30/11/2004,41.66,5.25,32.9,43.5,50.36,1.55,6.26,13.228,65.18,37,2.83,1.05,46.35,28.32,37.54,21.27,5.94,17.51,49.13,24.77,112.3,24.26,41,28.14,40.54,21,14.35,26.5,0.8,22.07
01/12/2004,44.909,5.55,32.75,44.07,51.55,1.46,6.32,12.97,66.61,37,2.73,1.12,47.02,29.3,38.19,21.93,5.96,17.79,50.01,25.1,113.79,24.56,41,29.04,42.9,21,14.72,26.5,0.87,22.01
02/12/2004,43.3,5.29,32.75,44.37,51.66,1.53,6.55,12.55,67.03,36,2.8,1.08,45.84,29.21,38,22.02,5.91,17.7,50.75,25.3,116.98,24.34,41,29.18,42.6,21,14.42,26,0.87,22.01
03/12/2004,43.3,5.25,31.16,44.02,47.99,1.6,6.6,12.36,65.53,36.4,2.74,1.07,45.28,28.82,37.38,22.43,5.79,17.69,49.68,25.43,116.41,24.17,37.75,28.93,42.27,21,14.36,26,0.87,21.78
06/12/2004,44.24,5.18,30.52,44.18,47,1.71,6.4,12.79,67.27,36.4,2.74,1.07,46.24,28.63,36.95,22.5,5.87,17.75,49.3,24.86,116.34,24.09,37.75,28.81,40.57,21,14.25,26,0.89,20.62
07/12/2004,44.34,5.13,30.27,43.64,45.99,1.66,6.35,12.5,66.28,36.4,3.32,1.14,45.19,26.97,35.88,22.1,5.97,17.7,49,24.3,113.92,23.86,41,28.6,38.62,21,13.88,26,0.87,19.86
08/12/2004,43.64,4.92,30.27,44.09,45.78,1.61,6.5,12.39,67.65,36.4,3.49,1.16,46.275,26.47,36.2,21.78,6.26,17.89,48.55,24.78,114.61,23.88,41,28.77,38.95,21,13.74,26,0.82,20.82
09/12/2004,42.7,5,30.27,43.4,46.32,1.67,6.48,12.43,69.21,36.4,3.62,1.15,45.75,26.39,36.1,22.24,6.19,17.95,47.55,24.73,116.22,23.79,41,28.83,38.21,21,13.78,26,0.83,20.49
10/12/2004,41.989,4.93,30.2,42.25,46.64,1.69,6.4,12.7,68.91,36.4,3.55,1.14,45.33,26.74,36.22,21.85,6.15,17.75,47.47,25.05,114.41,23.89,41,29.11,38.03,21,13.69,26.25,0.82,20.92
