Date,FRPH,GAIA,GCBC,HUBG,FITB,FONR,HA,CALM,HSIC,FCCY,FORD,HSKA,FWRD,FBNC,FMBI,GIFI,GILT,FNLC,FLIC,HIBB,EBAY,HBAN,FMBH,HELE,GSBC,FCAP,FLEX,EMCF,HDSN,HTLF
16/08/2012,23.39,3.64,19.42,32.1,14.33,3.17,6.1,38.78,77.52,9.25,1.22,8.12,33.99,9.26,11.72,27.9,3,16.6,29.65,61.8,45.79,6.47,25.5,30.98,30.35,19.8901,6.63,21.8,3.33,25.95
17/08/2012,23.71,3.7,19.18,32.69,14.4,3.13,6.19,38.96,78.12,9.17,1.19,8.19,34.7,9.35,11.87,28.09,3.01,16.75,29.75,59.22,46.87,6.52,25.5,31.4,30.49,19.89,6.81,21.41,3.32,26.04
20/08/2012,23.89,3.75,18.67,32.31,14.37,3.1,6.43,39.37,77.66,9.2,1.17,8.28,34.46,9.5,11.85,26.95,3.16,16.61,29.66,56.27,46.4,6.48,25.5,31.19,30.2,19.89,6.77,22.42,3.7,26
21/08/2012,23.59,3.75,18.88,31.73,14.39,3.1,6.32,39.21,77.88,9.15,1.19,8.034,33.66,9.56,11.88,27.01,3.21,16.62,29.57,56.07,45.85,6.46,25,31.19,29.94,19.89,6.81,22.42,3.7,25.73
22/08/2012,23.41,3.63,19,31.25,14.81,3.24,6.36,39.1,77.35,9.15,1.1365,8.17,33.275,9.48,11.84,26.5,3.29,16.64,29.55,56.28,47,6.51,24.5,31.16,29.76,19.89,6.71,22.39,3.64,25.51
23/08/2012,23.44,3.65,19.18,30.61,14.63,3.13,6.18,38.94,76.05,9.15,1.06,8,33.11,9.41,11.68,26.48,3.39,16.51,29.73,55.86,46.805,6.535,25.5,30.73,30.01,20.03,6.675,22.39,3.7,24.78
24/08/2012,23.82,3.59,19.18,30.39,14.81,3.24,6.23,39.34,76.25,9.2,1.14,7.85,33.08,9.5,11.85,26.74,3.35,16.63,29.8,55.46,47.1,6.55,25.5,30.97,30.05,20.03,6.67,22.5,3.72,24.78
27/08/2012,24.28,3.64,19.515,30.02,14.91,3.2,6.24,40.58,76,9.1499,1.1397,7.81,33.11,9.58,11.78,26.2,3.25,16.43,29.85,55.25,46.98,6.52,25.5,30.79,30.3,20.03,6.63,22.6,3.71,25.68
28/08/2012,25.1,3.68,20,30.26,14.93,3.18,6.025,39.9,76.19,9.19,1.12,7.85,33.71,9.76,11.85,26.49,3.2,16.46,30.04,56.87,46.94,6.55,25.5,31.47,30.49,19.9001,6.64,22.959,3.72,26.23
29/08/2012,26.31,3.58,19.5,30.31,15.12,3.401,5.81,40.33,76.78,9.25,1.14,7.88,33.79,9.71,12.01,26.44,3.21,16.48,30.1,56.85,47.49,6.62,25.5,31.68,30.34,19.9,6.75,22.96,3.5,26.14
30/08/2012,25.52,3.53,19.5,30.01,15.08,3.33,5.93,40.26,76.48,9.2,1.1,7.94,33.01,9.77,11.89,25.86,3.18,16.36,30,57.42,46.55,6.54,25.5,31.28,29.85,19.9,6.6,22.96,3.56,26.11
31/08/2012,25.65,3.47,20.5,30.1,15.14,3.28,5.93,40.18,76.81,9,1.14,7.91,33.62,9.93,11.81,26.02,3.18,16.43,29.95,58.04,47.47,6.59,25.5,31.44,29.38,19.93,6.73,22.97,3.61,26.19
04/09/2012,25.92,3.4,20.5,30.37,15.05,3.21,5.72,40.36,77.21,9.01,1.1899,7.89,34.68,9.98,12.13,24.96,3.14,16.63,30.02,58.75,47.355,6.565,25.5,32.12,30.03,20.02,6.65,24.93,3.67,26.98
05/09/2012,26.09,3.36,20.5,29.42,14.92,3.3,5.75,40.04,76.97,9.01,1.1899,8,34.4,10.24,12.12,25.66,3.06,16.68,29.84,58.61,47.16,6.49,25.5,32.31,29.9,19.89,6.63,21.3201,3.55,26.94
06/09/2012,27.09,3.3,23,30.11,15.055,3.32,5.73,41.04,77.93,9,1.21,7.861,34.8,10.92,12.125,26.87,3.21,16.91,30.22,58.62,48.91,6.605,25.5,33.21,30.32,19.89,6.805,21.7502,3.58,27.02
07/09/2012,26.9,3.33,20.9,30.21,15.31,3.25,5.65,41.66,78.35,9,1.2299,8.09,34.65,10.81,12.69,27.255,3.35,16.85,30.58,58.62,49.24,6.7,25.5,33.47,30,19.89,6.73,21.75,3.52,27
10/09/2012,26.68,3.35,20.54,30.38,15.195,3.26,5.79,41.09,77.84,9,1.177,7.99,35.04,10.74,12.69,27.45,3.74,16.71,30.66,58.91,48.53,6.685,25.5,33.1,30.31,20.05,6.55,21.2017,3.45,27.34
11/09/2012,26.6,3.46,20.54,30.94,15.18,3.3,5.79,41.1,77.09,9,1.19,8.79,35.96,10.66,12.72,27.58,3.89,16.73,30.89,58.53,48.33,6.81,25.5,32.69,30.35,20.25,6.5,21.2,3.5,27.48
12/09/2012,26.61,3.57,20.54,31.13,15.27,3.31,5.86,41.31,76.98,9,1.24,8.89,36.58,10.46,12.76,27.7,3.95,16.9,30.83,58,47.99,6.95,25.5,33.18,30.36,19.95,6.45,24.9799,3.39,27.17
13/09/2012,26.83,3.53,20.87,31.15,15.61,3.38,5.93,41.62,77.5,9,1.17,8.89,35.71,11,12.92,28.85,4.08,17.24,30.99,58.39,48.875,7.05,25.5,33.68,31.03,19.89,6.45,24.98,3.34,28.03
14/09/2012,26.69,3.64,20.87,30.8,15.78,3.5,5.82,41.4,77.07,9,1.18,8.8499,35.35,11.12,13.26,29.54,3.91,17.34,31.1,58.84,49.97,7.2,25.5,33.74,31.36,19.89,6.61,24.49,3.41,27.63
17/09/2012,24.95,3.61,20.9,30.38,15.74,3.8,5.86,41.83,76.98,9,1.22,8.8,35.17,11.03,13.04,29.93,3.95,17.29,30.93,58.94,50.48,7.07,25.5,33.94,31.3,19.89,6.5,23.4892,3.72,27.41
18/09/2012,24.35,3.54,21.12,30.36,15.645,3.72,5.71,42.27,77.25,8.93,1.2283,8.94,35.14,11.24,12.93,29.65,4.04,17.37,30.93,59.48,49.96,7.045,25.5,33.7,31.56,19.83,6.34,24.84,3.66,27.71
19/09/2012,24.1,3.6,21.01,30.77,15.6,3.69,5.83,43.1,78.43,8.89,1.17,9,35.34,11.07,12.99,28.96,3.97,17.37,30.89,60.45,50.39,7.04,25.5,33.89,30.94,19.83,6.24,24.7,3.64,27.41
20/09/2012,23.06,3.47,21.01,30.54,15.59,3.77,5.77,43.02,79.14,8.89,1.24,8.98,34.57,10.98,12.91,29.08,3.9601,17.17,30.83,59.94,50.08,6.98,25.5,33.9,30.81,19.77,6.17,24.5,3.61,27.26
21/09/2012,24.92,3.45,22.9405,30.5,15.575,3.66,5.79,42.67,79.74,9.23,1.24,9.02,34.11,11.26,12.86,28.92,3.98,17.79,31,59.45,49.47,6.94,25.5,33.83,30.73,20.41,6.22,24.7,3.62,27.68
24/09/2012,25.58,3.46,22.64,30.89,15.665,3.77,5.74,43.61,79.85,9.15,1.21,9.06,34.81,11.52,12.91,28.75,3.99,18.35,31.2,58.7,49.31,6.97,25.5,33.17,30.75,20.41,6.145,25,3.6,27.95
25/09/2012,26.52,3.33,22.64,30.33,15.555,3.61,5.65,44.54,80.265,9.15,1.22,9.12,30.84,11.64,12.69,28.55,4,18.42,31.26,59.49,48.03,6.815,25.5,32.29,30.79,20.41,6.18,24.85,3.53,28.21
26/09/2012,27,3.45,22.64,30.28,15.36,3.43,5.63,44.36,79.32,9.14,1.19,9.11,30.72,11.7,12.59,27.88,3.95,18.25,31.3,58.75,47.545,6.805,25.5,31.97,31.02,20,6.065,24.85,3.52,28.07
27/09/2012,27.6,3.42,22.35,30.18,15.485,3.61,5.72,44.58,79.6,9.19,1.17,9.12,31.06,11.65,12.69,28.35,4,18.24,31.43,60.04,49.12,6.9,25.5,32.08,31.36,20,6.12,22.45,3.61,28.26
28/09/2012,27.88,3.49,21.95,29.68,15.505,3.75,5.59,44.94,79.22,8.95,1.17,9.02,30.41,11.53,12.56,27.87,3.98,17.55,30.81,59.45,48.37,6.895,25.5,31.83,30.91,19.5001,6,22.45,3.63,27.27
01/10/2012,28.1,3.36,20.5001,29.7297,15.485,4.89,5.56,45.74,79.205,9.15,1.17,9.02,30.46,11.58,12.65,28.74,4.02,17.87,31.17,59.43,48.23,6.93,25.5,32.15,30.82,20,6,22.06,3.67,27.72
02/10/2012,28.2,3.45,20.5,29.36,15.46,4.55,5.56,46.16,79.19,9,1.23,9.3,29.84,11.56,12.75,28.71,4.02,17.8,31.35,59.45,48.4,6.91,25.5,32.13,30.7,20,6.08,24.45,3.65,27.8
03/10/2012,28.12,3.4,20.47,29.2,15.705,5.05,5.82,45.92,78.99,8.95,1.2,9.5,30.13,11.53,12.86,27.89,4.07,17.5,31.55,58.75,48.59,7.02,25.5,32.05,30.69,20,6.03,24.46,3.67,27.75
04/10/2012,28.43,3.4244,20.55,29.01,15.985,5.21,5.89,46.09,79.51,8.98,1.181,9.505,30.16,11.73,13.22,28.25,4.15,17.48,31.7,59.32,49.49,7.2,25.5,32.42,30.54,20,6.02,24.42,3.9,27.91
05/10/2012,28.62,3.4,21.43,28.83,15.99,5.57,5.82,45.01,79.27,8.98,1.11,9.5,30.27,11.58,13.22,28.18,4.13,17.38,31.69,59.45,48.73,7.19,25.5,32.52,30.4,20.0001,6.11,24.26,3.9,27.89
08/10/2012,28.12,3.38,21.43,28.74,15.98,6.3,5.7,44.8,79.53,9.08,1.13,9.51,30.23,11.57,13.245,28.07,4.155,17.16,30.78,59.17,47.92,7.15,25.5,32.44,30.25,20,6.07,24.26,3.86,27.82
09/10/2012,27.05,3.4,21.9,28.53,15.86,6.07,5.34,43.26,77.39,9.1,1.12,9.49,29.76,11.43,13.06,27.89,4.22,17.26,30.73,58.1,46.22,7.1,25.5,31.95,30.05,20,5.96,23.9,3.81,27.84
10/10/2012,27.28,3.45,19.39,28.95,15.82,6.06,5.3,43.55,77.09,9.1,1.1494,9.5,30.22,11.32,13.14,27.87,4.25,17.44,29.99,57.55,46.76,7.08,24.5,28.14,30.14,20.01,5.9,23.9,3.8,27.92
11/10/2012,27.78,3.41,19.26,29.07,15.89,5.9399,5.31,43.66,77.69,9.1,1.26,9.5,30.25,11.45,13.34,27.73,4.2,17.54,29.96,57.33,47.49,7.15,24.5,28.72,30.55,20.01,6.02,23.9,3.83,28.11
12/10/2012,27.62,3.36,19.59,30.28,15.27,5.9,5.37,42.85,77.03,9.07,1.1717,9.54,30.07,11.41,13.1,27.09,4.17,17.44,29.95,57.37,47.85,6.928,24.5,28.63,30.35,20.01,5.94,22.2,3.81,27.66
15/10/2012,28.35,3.37,19.6763,30.59,15.37,6.08,5.45,42.92,77.15,9.07,1.22,9.44,30.63,11.45,13.08,27.3,4.2999,17.5,30.45,57.74,47.4,6.99,24.5,28.7,30.12,20.01,6.01,22.29,3.82,27.89
16/10/2012,28.65,3.4,20.8545,30.62,15,5.9,5.39,43.16,77.16,9.07,1.23,9.45,30.73,11.34,12.88,27.35,4.43,17.66,30.05,58.2,48.24,6.9,24.5,28.82,30,20.0001,6.12,22.29,3.8,27.77
17/10/2012,28.76,3.4,20.7,30.96,15.13,5.79,5.43,43.3,77.39,9.07,1.24,9.26,30.76,11.53,12.96,27.93,4.45,17.72,30.41,58.01,48.2,7.05,24.5,29.15,29.83,21.67,6.28,23.6,3.88,28.05
18/10/2012,28.35,3.4,20.5,31.43,15.12,5.5,5.32,43.81,75.56,9.07,1.13,9.12,30.61,10.81,12.77,27.77,4.48,17.27,29.95,58.79,50.83,6.61,24.5,29.09,28.78,21.67,6.12,23.6,3.95,28.09
19/10/2012,27.1,3.38,20.79,31.25,15.0199,5.221,5.22,42.39,74.908,9.1,1.21,9,32.54,10.68,12.88,25.75,4.43,16.56,29.11,57.43,49.97,6.45,24.5,28.74,28.08,21.67,5.96,23.0008,3.9,27.5
22/10/2012,26.5,3.3,20.79,30.53,15.04,5.3,5.25,43.03,75.11,9.08,1.17,9.02,32.13,10.82,13.05,25.98,4.32,16.39,29.11,56,50.15,6.46,24.5,28.81,27.82,20.5,5.95,22.1,3.89,27.53
23/10/2012,25.79,3.33,20.79,31.3,14.69,5.27,5.37,42.48,73.93,9.1,1.22,9,32.87,10.62,12.95,26.22,4.2,16.35,28.92,55.97,49.3505,6.35,24.5,28.59,27.89,20.5,5.89,22.1,3.85,27.45
24/10/2012,25.85,3.35,20.85,31.02,14.57,5.12,5.74,42.68,74.57,9.06,1.21,8.99,32.74,10.44,12.72,25.67,4.32,16.24,29.18,54.87,48.88,6.281,24.5,28.63,27.97,21,5.86,20.55,3.8281,27.65
25/10/2012,27.1,3.29,20.85,31,14.64,5.07,5.82,42.69,74.81,9.06,1.17,8.8,32.72,10.58,12.88,26.2,4.35,16.46,30.28,53.46,48.34,6.32,24.5,29.1,28.07,20.5,5.8,20.55,3.91,27.8
26/10/2012,26.93,3.37,21.44,30.99,14.49,5.07,5.75,42.86,74.18,9.05,1.18,8.65,32.81,10.23,12.77,24.05,4.31,16.48,30.01,53.45,49.51,6.33,24.5,29.29,28.08,20.51,5.66,20.03,3.97,27.92
31/10/2012,28,3.29,21.0622,31.01,14.525,5.07,5.93,43.1222,73.75,8.96,1.21,8.86,33.329,10.45,12.3695,23.73,4.45,16.48,29.99,53.99,48.26,6.395,24.5,30.22,28.37,20.51,5.77,20.03,4,28.7
01/11/2012,28.4,3.21,21.06,30.97,14.555,5.11,6.01,43.74,75.9412,9.15,1.21,8.65,32.79,10.42,12.71,22.62,4.46,16.77,30.06,54.69,49.2203,6.365,24.5,31.11,28.38,20,5.91,22.024,3.88,28.7
02/11/2012,25.84,3.16,20.018,30.93,14.38,5.15,6,43.4,74.5,9.12,1.22,8.564,32.5,10.25,12.66,21.62,4.43,16.12,29.47,53.95,48.69,6.35,24.5,30.86,27.82,20.1,5.74,21.74,3.7,27.77
05/11/2012,25.82,3.1999,21.11,30.94,14.32,5.07,5.99,43.42,75.84,8.95,1.26,8.22,32.63,10.38,12.65,21.93,4.57,15.72,29.42,54.25,49.35,6.37,24.5,30.89,27.37,20.1,5.94,21.74,3.54,27.71
06/11/2012,26.37,3.03,20.64,30.95,14.59,5.46,6.05,43.73,77.2,9,1.269,8.33,33.4,10.46,12.84,22.25,4.64,15.58,29.45,53.95,49.49,6.57,24.5,30.7,27.85,20,6.09,21.74,3.35,27.97
07/11/2012,23.95,2.94,20.16,30.82,14.12,5.41,6,42.96,78.2991,9,1.2099,7.96,32.58,9.87,12.26,21.37,4.75,14.77,28.6,53.72,48.4,6.21,24.5,30.08,26.73,19.6705,5.97,20.52,3.4,26.62
08/11/2012,23.25,2.9,21.19,30.29,14.04,5.21,6.04,42.62,76.72,8.98,1.16,8,32.37,9.9,12.18,20.75,4.83,14.5,27.76,53.32,47.8699,6.15,24,29.4,26.03,20.15,5.96,20.52,3.38,25.62
09/11/2012,23.6,3.04,21.4,30.01,14.16,5.14,6.01,42.28,77.1,9,1.23,8.08,32.33,9.93,12.19,20.76,4.75,14.97,28.17,53.31,47.73,6.16,24.06,29.37,25.12,20.15,5.99,20.52,3.5,25.32
12/11/2012,24.22,3.03,21.25,30.44,14.225,4.99,6.02,42.49,77.07,9.025,1.22,8.24,32.42,10.16,12.3,20.52,4.99,15.58,28,52.92,47.47,6.165,25,29.3,24.71,20.15,5.92,20.52,3.74,25.79
13/11/2012,24.92,3.06,21.25,30.4,14,4.83,6,42.89,77.63,9.03,1.21,8.45,32.12,9.94,12.05,20.58,4.85,15.52,27.7,54.33,47.7399,6.09,25.1,29.37,24.66,19.98,5.79,20.31,3.68,25.6
14/11/2012,23.37,2.99,19.5,30.2,13.805,4.55,5.88,42.98,77.65,8.95,1.25,7.97,31.75,10.16,11.83,21,4.76,15.37,26.57,53.69,46.47,5.93,25.1,28.73,24.43,19.95,5.6,19.95,3.35,24.98
15/11/2012,23.36,2.91,19.5,30.44,14,4.2,5.77,42.82,78.31,8.84,1.14,8.09,31.5,10.46,11.9,21.08,4.95,15.02,26.38,54.98,46.52,5.9,25.1,28.58,24.61,19.99,5.55,19.95,3.26,25.3
16/11/2012,23.73,2.7,21.5,30.61,14.1,4.2901,5.8,43.12,78.35,8.84,1.16,8.2599,31.48,10.43,12.01,20.23,4.89,14.88,26.39,54.05,47.26,6.01,25.1,28.78,24.75,19.99,5.54,19.95,3.29,25.51
19/11/2012,25.12,2.79,21.5,31.07,14.475,4.48,5.86,43.65,79.49,9,1.17,8.48,31.9,10.54,12.15,22.94,5.08,15.35,27.45,53.5,47.92,6.11,23.08,29.13,25.06,20.23,5.8,19.84,3.48,26.34
20/11/2012,24.2,2.81,20.5315,31.02,14.6,4.31,5.88,43.75,79.69,9,1.18,8.6,31.6,10.59,12.28,21.7,5.26,15.17,27.5,53.56,48.26,6.14,23.08,29.02,24.85,20.46,5.73,20.4999,3.36,26.54
21/11/2012,24.66,2.64,20.53,31.14,14.58,4.32,5.85,43.83,79.89,8.85,1.18,8.595,31.67,10.53,12.15,21.47,5.49,14.99,27.6,53.9,48.63,6.11,23.08,29.08,25.22,20.0101,5.71,19.98,3.4,25.79
23/11/2012,25.36,2.61,20.53,31.59,14.89,4.2699,5.94,44.31,80.75,8.94,1.18,8.69,32.03,10.72,12.61,22.15,5.57,15.08,28.41,54.87,49.01,6.23,23.08,29.59,25.18,20.01,5.83,19.98,3.1,26.43
26/11/2012,24.35,2.68,20.05,31.96,14.725,4.4301,6.04,43.8,80.58,8.95,1.19,8.9,32.25,10.81,12.7403,21.57,5.53,15.1,28.26,53.64,51.4,6.305,23.08,29.7,25.34,20.2,5.78,20.11,3.21,26.11
27/11/2012,24.01,2.63,20.05,32.54,14.545,4.79,6.06,45.73,80.04,8.95,1.15,9,32.523,10.92,12.67,21.82,5.54,15.01,28.42,53.81,51.15,6.17,23.08,30.03,24.94,20.4,5.655,20.11,3.18,26.03
28/11/2012,24.58,2.61,20.05,32.35,14.67,4.82,6.12,45.19,80.12,8.99,1.2,9.1,32.95,10.85,12.4,22.12,5.46,14.98,28.49,54.44,51.47,6.16,23.08,30.64,24.82,20.25,5.76,19.9,3.18,25.86
29/11/2012,24.98,2.68,20.05,32.63,14.66,4.93,6.251,45.65,80.76,8.99,1.24,8.76,33.55,11.04,12.54,22.91,5.22,14.95,28.61,54.27,52.2,6.16,23.08,30.81,25.08,20.25,5.82,20.2515,3.26,26.81
30/11/2012,25.85,2.78,21.92,32.37,14.64,4.85,6.24,45.97,80.77,9,1.21,8.95,33.25,11.14,12.5,23.27,5.26,14.95,28.49,53.74,52.82,6.165,23.08,30.86,25.2,19.75,5.795,20.43,3.24,26.17
03/12/2012,25.74,2.76,22.2,31.88,14.41,4.87,6.19,45.1,80.67,9,1.2,9.02,32.65,11.1,12.53,23.1,5.1,15.04,28.87,53.75,52.04,6.12,23.08,30.87,25,19.55,5.77,20.51,3.32,27.08
04/12/2012,25.41,2.74,21.02,31.89,14.14,4.98,6.23,45.64,80.61,8.84,1.1815,8.75,32.68,11.38,12.39,23.07,5.21,15.23,28.96,53.59,51.9887,6.01,23.75,31.24,25.25,19.4,5.8,20.5,3.33,27.59
05/12/2012,26.2,2.73,21.06,32.02,14.36,5,6.18,44.74,80.0391,8.84,1.2299,9.03,32.87,11.61,12.4,23.4,5.4499,15.28,28.86,53.39,52.02,6.1,23.75,31.21,25.09,19.17,5.91,20.5,3.38,27.5
06/12/2012,26.05,2.6,21.07,31.64,14.335,4.9999,6.22,44.33,79.7,8.72,1.14,8.89,32.62,11.69,12.42,23.21,5.41,15.32,28.59,53.64,51.9911,6.16,23.75,31.41,25.09,19.1,5.96,20.5,3.28,27.32
07/12/2012,25.63,2.59,21.0137,31.72,14.535,4.99,6.21,45.5497,79.89,8.72,1.17,8.65,32.88,11.96,12.53,23.32,5.41,15.38,28.53,53.46,51.74,6.175,23.75,31.79,25.12,19.43,5.945,20,3.23,26.14
10/12/2012,25.28,2.48,21,32.2,14.555,5.07,6.32,45.12,79.94,8.72,1.15,8.43,33.19,12.19,12.45,23.53,5.28,15.5,28.41,53.15,51.165,6.24,23.75,32.07,25.17,19.43,5.84,20,3.21,25.81
11/12/2012,25.22,2.6,21,32.24,14.53,4.94,6.54,45.26,81.02,8.61,1.1697,8.4,33.03,12.3,12.64,24.485,5.3,15.49,28.92,52.7,51.99,6.26,23.75,32.93,25.36,19.1,6.09,20,3.31,25.86
12/12/2012,24.73,2.56,21,31.79,14.62,4.82,6.42,44.7,80.9,8.62,1.13,8.17,32.33,11.88,12.48,23.99,5.28,15.45,28.49,51.1,51.86,6.25,23.75,32.23,25.3,19.5,6.11,20,3.46,25.18
13/12/2012,25.03,2.58,21,31.69,14.51,4.95,6.52,44.8,80.86,8.62,1.14,7.96,32.03,11.98,12.32,23.33,5.21,15.48,28.57,50.71,51.02,6.17,23.75,32.55,25.6,19.39,6.08,20,3.43,25.21
14/12/2012,25.02,2.56,21,31.69,14.36,4.88,6.5405,44.37,81.32,8.66,1.21,8.053,32.67,12.1,12.31,23.17,5.2,15.41,28.65,50.89,50.36,6.16,23.09,33,24.56,19.03,6.09,20.1015,3.45,25.07
17/12/2012,25.67,2.69,21,31.88,14.665,4.86,6.6,45,82.04,8.75,1.21,8.3,33.19,12.53,12.51,24.13,5.2,15.71,29.13,53.33,51.315,6.31,23.1,33.59,24.99,19.44,6.135,20.1,3.3,26.31
18/12/2012,27.65,2.78,21,32.22,15.08,4.82,6.59,45.6,82.2322,8.75,1.219,8.05,33.58,12.92,12.6909,25.31,5.24,16.07,29.21,54.24,51.91,6.4,24.99,33.72,25.23,19.58,6.17,20.8799,3.36,27.14
19/12/2012,27.75,2.73,21,32.49,14.95,4.76,6.8,45.91,81.61,9.01,1.24,8.55,34.09,13.18,12.87,24.81,5.2,16.4,28.59,53.78,51.3432,6.4,24.99,33.22,25.43,19.3,6.1,20.8799,3.26,27.07
20/12/2012,28.23,3.03,21,32.67,15.14,4.69,6.66,46.31,82.01,8.89,1.2,8.57,33.86,13.34,12.92,24.77,5.29,16.5,29.05,53.51,52.14,6.39,24.99,33.19,26.18,19.23,6.31,20.88,3.44,27.1
21/12/2012,27.82,3.11,21,33.29,15.12,4.74,6.59,44.59,80.94,8.749,1.25,8.2,34.7,13.12,12.73,23.05,5.31,16.21,28.58,53.45,51.35,6.37,24,33.26,26.11,19.3999,6.235,20.25,3.41,26.92
24/12/2012,27.24,3.08,21,33.07,15.04,4.58,6.53,44.34,81.21,8.7,1.218,8.19,34.55,12.7,12.8,23.22,5.12,16.18,28.09,53.16,51.08,6.33,24,32.86,25.84,19.15,6.22,20.5999,3.42,26.51
26/12/2012,26.95,3.14,21,32.99,15.135,4.55,6.42,43.995,80.51,8.7,1.24,8.32,34.63,12.62,12.64,23.15,5.15,16.01,27.35,51.52,50.24,6.335,24,32.67,25.71,19.14,6.17,20.25,3.32,26.38
27/12/2012,26.6,3.18,21.21,32.97,15.08,4.47,6.43,43.93,80.22,8.7,1.13,8.197,34.51,12.71,12.62,23.07,5.2,16.03,27.5,51.67,50.29,6.34,22.1,32.8,25.6,18.9,6.17,20.25,3.43,25.98
28/12/2012,26.76,3.13,21,32.85,14.99,4.32,6.46,44.46,79.96,8.76,1.19,8.1,34.52,12.52,12.45,22.96,5.27,15.88,27.47,52,49.81,6.28,22.75,32.46,25.18,19.47,6.06,20.4999,3.59,25.28
31/12/2012,28.43,3.16,21,33.6,15.2,4.33,6.57,40.22,80.42,8.76,1.48,8.1,35.01,12.82,12.52,24.03,5.31,16.47,28.32,52.7,50.9977,6.39,22.75,33.42,25.45,19.4725,6.21,20.85,3.64,26.15
02/01/2013,29.84,3.22,20.5,34.35,15.77,4.6,6.74,41.77,82.42,8.8,1.51,8.28,35.93,13.57,13.31,24.95,5.35,17.62,29.33,53.02,53.59,6.57,22.06,34.02,26.89,19.47,6.38,20.88,3.75,27.58
03/01/2013,29.42,3.2,20.5,34.26,15.63,4.63,6.85,41.01,82.4497,8.858,1.64,8.28,35.87,13.27,13.09,24.23,5.34,17.36,29.35,54.13,52.4498,6.65,21.6,32.99,26.69,19.56,6.33,21.3,3.69,26.87
04/01/2013,29.29,3.19,20.74,34.9,15.69,4.67,7.11,41.03,82.37,9.06,1.61,8.4,36.64,13.27,13.2001,24.19,5.3,17.44,29.49,54.4,52.78,6.69,21.7,32.72,26.14,19.4,6.39,21.3,3.71,27.11
07/01/2013,27.78,3.1,21,34.24,15.58,4.59,7.2,40.48,83.08,9.08,1.6099,8.6014,36.7398,13.01,13.33,23.22,5.28,16.89,29.1,53.48,53.51,6.7,22,33.13,25.95,20.47,6.39,21.3,3.71,26.43
08/01/2013,26.61,3.13,21,34.01,15.44,4.72,7.05,40.66,82.64,9.05,1.62,8.65,36.67,12.8,13.23,23.39,5.3,16.78,29.17,52.93,52.68,6.65,22,33.53,25.94,20.5,6.27,20.55,3.89,27.08
09/01/2013,25.71,3.13,21,34.1,15.41,4.77,6.59,41.07,83.08,8.98,1.6,8.29,37.3,13.31,13.24,23.74,5.34,16.76,29.31,52.68,52.76,6.58,22,34.43,26.56,20.5,6.3,20.55,4.07,26.96
10/01/2013,25.22,3.32,21.97,34.45,15.7,4.9,6.48,41.12,83.36,9,1.62,8.4499,37.31,13.09,13.29,24.07,5.35,16.93,29.2,53.85,53,6.67,22,36.15,26.38,19.71,6.37,20.53,4.15,26.82
11/01/2013,25.16,3.24,21.19,34.34,15.47,4.92,6.56,41.18,83.07,8.98,1.6399,8.52,37.28,13.06,13.07,24.43,5.34,17.04,29.03,54.28,53.7,6.59,21.9,35.64,26.05,19.58,6.46,20.9,3.96,26.39
14/01/2013,25.55,3.31,21,34.35,15.35,5.32,6.52,41.14,84.05,8.95,1.64,8.5899,37.79,12.95,13.06,24.52,5.29,16.78,29.18,53.91,53.18,6.59,21.9,35.82,25.98,19.54,6.4,20.9,3.83,26.06
15/01/2013,25.58,3.2,21,34.71,15.41,5.62,6.5,41.08,84.02,8.96,1.63,8.39,37.66,12.85,13.11,24.39,5.3,16.86,29.19,54.74,52.505,6.64,21.9,35.8,26.03,19.54,6.46,20.9,3.69,25.36
16/01/2013,25.19,3.34,21,34.86,15.55,5.77,6.66,41.34,83.96,8.81,1.7199,8.2801,37.7,12.64,13.12,23.33,5.29,17.03,29.4,54.56,52.9,6.72,21.9,35.51,25.62,19.54,6.65,20.9,3.76,25.4
17/01/2013,25.28,3.4,22.47,35.29,16.29,5.41,6.62,41.64,84.61,9,1.72,8.32,37.74,12.71,13.32,23.92,5.29,16.95,29.85,54.99,54.17,7,21.9,35.79,26.3,19.54,6.639,21.95,3.77,26.38
18/01/2013,25.13,3.33,22.49,35.57,16.379,5.38,6.6,41.61,84.97,9,1.74,8.3,37.65,12.68,13.25,24.02,5.3,16.97,29.63,54.6,54.21,7,21.9,35.9,25.88,19.4001,6.65,21.95,3.68,26.48
22/01/2013,24.98,3.24,21.279,35.745,16.5,5.42,6.77,41.7,85.38,9,1.79,8.1799,38.14,12.82,13.37,24.57,5.29,16.73,29.67,54.64,53.372,7.08,21.9,36.15,25.95,19.9793,6.675,20.75,3.76,26.86
23/01/2013,24.81,3.13,21.28,35.93,16.37,5.4,6.65,42.12,85.77,9,1.9,8.11,37.85,12.61,12.85,23.8,5.3,16.67,29.29,54.24,53.38,7.03,22.75,36.22,25.36,19.94,6.64,20.75,3.81,25.99
24/01/2013,25.51,3.07,21.28,37.32,16.39,5.56,6.64,42.05,87.06,9,1.94,8.13,38.14,12.56,12.77,23.75,5.3,16.64,29.39,53.5,55.19,6.99,22.75,36.17,25.91,19.5,6.72,21,3.89,26.09
25/01/2013,25.05,3.23,21.28,37.1,16.37,5.68,6.53,42.15,87.79,8.98,1.85,8.1,38.08,12.39,12.68,23.23,5.29,16.56,29.18,54.05,56.53,6.93,22.75,36.42,25.37,19.97,6.44,21,3.78,26.06
