Date,RMV.L,AHT.L,EXPN.L,RTO.L,ABF.L,STJ.L,BATS.L,PRU.L,GVC.L,SMIN.L,CPG.L,SPX.L,SSE.L,BA.L,VOD.L,SDR.L,SLA.L,RB.L,TSCO.L,RR.L,ANTO.L
06/08/2008,33.25,74.75,420.5,75.5,753.5,225.6410065,1940,582,160,1057,414.651001,1071.540039,1383,461.75,147.1679993,1031,297.3059998,2729.879883,387.8999939,377,542.5
07/08/2008,31.57500076,73,414,76.5,750.5,224.901001,1876,576,160,1054,406.3640137,1084.459961,1395,462,145.2910004,1006,303.1109924,2678.080078,377.8999939,381.75,566.5
08/08/2008,31.60000038,74.25,414.25,78.5,778,228.8509979,1838,587.5,160,1090,416.3089905,1111.390015,1418,475,146.2819977,1070,309.8330078,2728.909912,384.8999939,397.25,539
11/08/2008,34.42499924,76.25,409.25,84.25,784.5,232.0599976,1868,588.5,172.5,1121,426.8059998,1117.849976,1429,475.75,147.3240051,1069,304.3330078,2745.52002,394.1000061,410,533
12/08/2008,35.40000153,75.75,408,85,789,232.0599976,1840,586.5,172.5,1103,423.4909973,1123.22998,1414,474.75,148.4190063,1079,304.3330078,2752.360107,396.7999878,411,528
13/08/2008,32.5,74.5,393.5,83.75,778.5,217.2480011,1816,549,172.5,1097,402.4960022,1134,1419,473,145.8650055,1030,293.6390076,2744.540039,376.8999939,403,538
14/08/2008,31.89999962,73.25,406,78.75,779,219.9629974,1851,554,183.5,1095,409.9549866,1146.920044,1416,468.5,145.8650055,1013,296.3890076,2710.330078,386.3999939,387.5,563.5
15/08/2008,32,71.5,414.75,77.75,790.5,222.6790009,1848,559,186,1111,412.993988,1157.689941,1414,471,145.6040039,1017,295.1669922,2708.379883,388.1000061,398.25,535
18/08/2008,30.57500076,71,403.5,77.75,779,219.2230072,1856,550,186,1105,404.9830017,1166.310059,1439,472.25,145.8130035,1023,293.9440002,2681.01001,383.2999878,392.5,536
19/08/2008,29.29999924,68.25,399,75,775,208.8540039,1835,512.5,181,1070,388.6839905,1143.689941,1453,462.5,142.1629944,986,275.9169922,2635.070068,378.2000122,377,525
20/08/2008,29.5,68.75,402.5,75.75,783,211.076004,1845,521,181,1079,391.4460144,1157.689941,1415,456,141.5899963,970.5,283.8609924,2637.030029,370.5,376.5,558.5
21/08/2008,31.20000076,67.75,393.75,73.75,764,206.6320038,1804,506.5,181,1103,390.0650024,1170.609985,1410,454.75,140.5469971,939,283.8609924,2602.820068,371.3999939,366.5,578.5
22/08/2008,32,71.75,402.25,69.25,799.5,219.2230072,1830,537,183.5,1110,401.3909912,1182.459961,1438,471.75,145.9170074,970,300.9719849,2668.310059,384.6000061,384.25,575
26/08/2008,29.77499962,71.5,399,71,803.5,216.2599945,1828,539.5,185,1097,394.7609863,1173.849976,1442,461,143.9880066,960.5,297.9169922,2669.280029,385,381.25,570
27/08/2008,32,74,406,71.75,790.5,214.5319977,1820,539,192.5,1097,394.2090149,1150.150024,1471,477.5,147.5850067,971.5,300.3609924,2671.23999,379.5,389,592
28/08/2008,31.64999962,75,405.75,72.75,804.5,217.7409973,1844,554.5,192.5,1137,396.4190063,1163.079956,1463,477,148.9400024,1005,309.8330078,2681.01001,383.5,393.5,607
29/08/2008,30.89999962,76,414.25,72.75,806.5,220.4570007,1861,548,192.5,1145,404.9830017,1195.390015,1447,480,147.0639954,1015,306.7780151,2716.199951,381.5,397.75,619.5
01/09/2008,31.64999962,77.25,410.25,73.75,805.5,222.9259949,1902,550.5,192.5,1156,411.6130066,1229.849976,1447,487,146.4380035,1020,309.5280151,2737.699951,388.7999878,405.5,590.5
02/09/2008,32.22499847,85,424.5,75.5,823.5,235.2689972,1916,578,166.5,1140,412.7179871,1249.22998,1437,483,150.3480072,1034,315.9440002,2804.169922,396.5,413.75,572
03/09/2008,32.125,80.5,412,75.5,809,228.1100006,1893,555.5,175,1121,401.6679993,1257.849976,1404,485.25,147.6369934,1014,308,2766.050049,388,400.25,552.5
04/09/2008,31.79999924,79.75,407.75,73.75,792,222.9259949,1837,526.5,174,1068,387.57901,1225.540039,1378,464,143.779007,972,293.6390076,2745.52002,377.1000061,381.5,540.5
05/09/2008,31.39999962,79,392.25,72.5,790,216.2599945,1820,517.5,173,1052,383.4349976,1211.540039,1359,454.25,137.3150024,955,285.0830078,2694.699951,369.2000122,370.5,502.5
08/09/2008,32.27500153,82.5,431.25,74,794.5,229.3439941,1864,560,173,1100,392.8280029,1227.689941,1403,456,141.4859924,1069,316.5559998,2760.179932,384,385,531.5
09/09/2008,31.77499962,84,443,75,794,230.3320007,1891,576.5,173,1061,391.9989929,1172.77002,1371,443,142.7369995,1059,307.0830078,2789.5,383.5,386,494.75
10/09/2008,31.97500038,83,430.25,73.75,777.5,232.3070068,1895,572.5,171.5,1025,379.5679932,1123.22998,1365,462,142.1629944,1021,295.1669922,2778.75,381.7999878,390,488
11/09/2008,29.79999924,80.75,424.25,72.25,769.5,226.3820038,1873,553.5,171.5,1063,385.644989,1120,1357,459,139.8699951,1022,296.6940002,2779.72998,374.3999939,391.25,493.75
12/09/2008,30.45000076,80.75,439.25,74.25,776.5,224.4069977,1865,551,171.5,1079,388.9599915,1080.150024,1380,456,142.7369995,1031,293.6390076,2797.320068,374.2999878,390.75,527.5
15/09/2008,29.625,77.5,421.5,74,768,214.5319977,1840,500,171.5,1059,380.9490051,1081.22998,1398,441.75,136.3769989,977.5,284.7780151,2798.300049,367.6000061,381.5,493.25
16/09/2008,30.57500076,74.5,399.25,74.25,745.5,225.6410065,1791,486.75,171.5,1032,373.7659912,1047.849976,1392,421.75,132.4149933,982.5,283.5559998,2758.22998,358.6000061,363.5,458.25
17/09/2008,30,70.5,399,74.5,745,232.0599976,1712,486.75,171.5,1030,362.4400024,1055.390015,1380,417.5,128.3480072,951.5,280.8059998,2707.399902,372.7999878,359.25,423.25
18/09/2008,30.875,72,395,78,757,212.8040009,1830,486,171.5,1055,369.8989868,1069.390015,1371,412.25,125.1159973,966.5,271.9440002,2799.280029,387.3999939,350.75,426.25
19/09/2008,30.20000076,79,413,81.25,770,240.4539948,1805,600,171.5,1108,383.4349976,1082.310059,1388,445,137.0019989,1089,300.6669922,2842.280029,394.2999878,380.25,521
22/09/2008,29.45000076,82.5,400,80.5,757.5,256.7470093,1768,557,171.5,1055,364.9259949,1076.920044,1379,422.75,133.4049988,1080,297.9169922,2715.219971,388.8999939,362.75,520.5
23/09/2008,27.89999962,77.25,384.75,76.75,749.5,256.7470093,1795,520.5,169,1019,365.2030029,1071.540039,1391,421,129.9640045,1060,299.1390076,2661.459961,383.1000061,356,491
24/09/2008,28.52499962,76.75,379.75,75.25,735.5,256.7470093,1797,532,169,1016,366.0310059,1084.459961,1416,429.5,125.7419968,1019,287.2219849,2644.850098,382.2999878,356,472.25
25/09/2008,28,76,393.5,75,749,236.0099945,1851,577,169,1034,363.2690125,1044.609985,1441,436,133.2489929,1035,297,2740.629883,373,366.25,477.25
26/09/2008,27.5,74,383.5,75,740,225.147995,1866,542.5,169,1015,366.5840149,1014.460022,1433,426.25,131.371994,987.5,286.6109924,2730.860107,370.8999939,352.5,448.25
29/09/2008,25.42499924,70.75,353.25,68,721,207.3730011,1803,493.25,157.5,997,366.0310059,947.1539917,1401,397.75,126.0550003,972.5,275,2666.350098,369.8999939,328.75,395.75
30/09/2008,25.35000038,66.75,367.5,69,710,212.3099976,1835,507.5,148.5,1012,380.1199951,974.6149902,1427,412,127.9309998,1013,293.3330078,2649.73999,387.6000061,336.5,400
01/10/2008,26.20000076,67,370.25,69,729,217.2480011,1890,526.5,151.5,973.5,391.4460144,942.3079834,1445,421.5,130.3820038,1014,314.1109924,2721.090088,394.5,341,380.5
02/10/2008,25.375,68.5,355.25,69,726.5,220.4570007,1901,500,151.5,967,388.4079895,1007.460022,1422,406,132.2579956,1005,295.4719849,2709.360107,393.2999878,331.75,349
03/10/2008,25.5,68.75,344.5,67.75,724.5,217.2480011,1932,498,151.5,946,374.8710022,1022.539978,1429,415.25,134.7610016,1032,305.5559998,2638.01001,415.7000122,326.25,380.25
06/10/2008,24,67,312.25,65.25,677,207.1260071,1810,429,151.5,877.5,343.9309998,994.5380249,1369,379,129.9640045,972,283.5559998,2511.919922,403.7999878,307.25,313.75
07/10/2008,23.70000076,65,320,64,709,212.3099976,1803,449.5,149,886,343.9309998,1002.080017,1366,386.25,131.1640015,962,311.6669922,2630.189941,396.7999878,300.25,329.25
08/10/2008,23.79999924,64.5,295,58.5,666.5,209.1009979,1693,424.75,137.5,783,317.4110107,1012.309998,1296,365.25,126.7839966,935,313.5,2527.560059,381.1000061,272,301.5
09/10/2008,23.32500076,64.25,300,57,649,215.272995,1610,422.5,137.5,803.5,324.8699951,984.8460083,1208,369.75,123.8649979,909,295.1669922,2411.25,366.6000061,289,332
10/10/2008,23.20000076,60,274.75,51,611.5,189.3509979,1450,378.25,133.5,759,290.6149902,953.6149902,1061,335,114.1689987,680,263.6940002,2261.709961,332.7000122,270,308.5
13/10/2008,25.85000038,57.25,311.5,54.75,644,194.2890015,1571,419,136,833,316.3059998,969.2310181,1214,358.5,123.552002,900,317.7780151,2488.459961,356.3999939,282.25,349.5
14/10/2008,25.29999924,56.5,330,55.5,659,202.6820068,1717,428.75,134.5,850.5,337.5780029,996.6920166,1221,358.5,126.9410019,875.5,317.7780151,2464.030029,357.8999939,290.75,341.5
15/10/2008,21.97500038,46.5,300.5,50.75,634,192.5599976,1686,370,132.5,775,320.1740112,938.5380249,1175,341,118.913002,789.5,287.8330078,2365.310059,335,268.5,290.25
16/10/2008,21.5,45.5,291.75,45.5,634.5,184.4140015,1587,297.75,125,729.5,293.6539917,893.8460083,1161,312.5,113.439003,778.5,256.6669922,2292.01001,317.8999939,249,287.5
17/10/2008,22.14999962,43.75,296.25,46,665,167.8730011,1660,270,125,727,298.3500061,893.8460083,1179,327.5,121.1019974,855,275,2439.590088,338.5,259.75,297.5
20/10/2008,21.79999924,50.5,307,48,678,172.8110046,1714,330.25,125,777.5,309.1239929,904.6149902,1238,329.5,122.5100021,881.5,287.2219849,2540.27002,337,270,322.75
21/10/2008,22,49.5,306.25,47,682.5,170.8359985,1568,348.5,125,796,313.8200073,909.4619751,1164,340,116.5670013,862,274.0830078,2520.719971,337.7999878,282.5,317.5
22/10/2008,21.92499924,48.25,299,44,627.5,182.6860046,1563,333,125,744.5,317.6879883,906.7689819,1104,315.5,107.3909988,833,256.3609924,2374.110107,321.7000122,273.5,288.5
23/10/2008,20,45.75,301.25,40.25,638,170.3419952,1489,330,122.5,739,311.0580139,892.7689819,1144,328.5,112.6050034,829.5,249.0279999,2499.219971,326.6000061,285,274
24/10/2008,20.02499962,40.25,286.75,38.5,626.5,167.8730011,1489,286.5,122.5,702,282.3280029,833.5380249,1086,318.75,107.913002,700,234.6670074,2539.290039,318,279.25,276.5
27/10/2008,18.125,39,284.75,38,625,146.147995,1596,276.5,120,709,270.7250061,799.6149902,1058,302.5,108.9550018,666,232.2220001,2518.76001,333.6000061,266.25,300
28/10/2008,17.625,36,295,39.25,642.5,150.5919952,1800,248.25,120,714.5,286.7479858,813.6149902,1063,314.5,115.2630005,700,216.3329926,2494.330078,318.6000061,278,306
29/10/2008,18.5,37,318.25,44,663.5,157.9980011,1819,295.25,120,739.5,309.1239929,835.1539917,1142,315,124.9599991,758,244.4440002,2487.48999,332.2999878,288,337.5
30/10/2008,19.57500076,35.75,338.25,45.25,664,179.7230072,1690,307.5,110,770,326.2510071,856.1539917,1142,342.5,124.3860016,765,260.3330078,2425.909912,326,314.25,367.25
31/10/2008,19.25,42.5,341.5,45,695.5,180.7109985,1700,315,107.5,798.5,317.9639893,861,1214,348.75,124.1780014,791,291.8059998,2551.02002,339.3999939,326.25,379.5
03/11/2008,20,44.5,354.5,46.5,707.5,174.7859955,1732,338,107.5,829,319.6210022,853.4619751,1232,363,121.4670029,823,289.0559998,2660.48999,332.7000122,317,396.75
04/11/2008,22,45.75,373.25,48.25,698,197.4980011,1769,393,110,889,338.9590149,884.1539917,1270,366.75,123.3440018,903,302.1940002,2681.01001,341.1000061,341,416.25
05/11/2008,21.29999924,48.25,370.75,50,696.5,202.4349976,1739,401.5,110,846.5,338.1300049,912.1539917,1277,348.25,121.987999,861.5,296.6940002,2604.77002,341,325,415
06/11/2008,20.17499924,47.25,337.5,46.75,681.5,201.447998,1666,350.25,110,800,317.4110107,872.3079834,1200,340.25,112.5,810,289.9719849,2583.27002,339.7999878,301,354.5
07/11/2008,20,47,342.25,47.25,706.5,197.4980011,1703,343,110,808,318.7929993,883.0770264,1202,351.25,111.2490005,790.5,297.6109924,2688.830078,343.2000122,304.25,371.75
10/11/2008,19.57500076,44,349.25,48,702.5,193.0540009,1714,336.25,110,826.5,323.7650146,918.6149902,1181,347.75,112.9169998,850,292.7219849,2685.899902,323,309,395
11/11/2008,18.29999924,44.25,331.25,46.5,681.5,196.5099945,1660,315.75,107.5,791.5,314.6489868,883.0770264,1144,332.75,119.9029999,801,275.6109924,2635.070068,331.6000061,298.5,360.5
12/11/2008,18.5,42.5,326.5,46,675.5,192.5599976,1681,276,105,769.5,298.3500061,864.2310181,1199,333.75,127.2020035,800,260.6390076,2609.659912,322.2999878,290,353.25
13/11/2008,18.02499962,42.25,323.75,44,670.5,184.4140015,1695,269.5,100,771,287.8529968,894.3850098,1215,348.25,129.4949951,781.5,266.1390076,2633.120117,329.1000061,275,328.75
14/11/2008,18.5,42.75,330.25,43.75,668,185.647995,1689,290,100,782.5,292.2730103,885.7689819,1233,361.75,128.2440033,796,279.8890076,2571.540039,330.6000061,289,339.5
17/11/2008,18,41,314.75,42,656.5,186.8820038,1703,291.5,100,745,278.4599915,877.1539917,1204,337.5,128.2440033,802.5,279.8890076,2606.72998,308.7000122,280.75,316.75
18/11/2008,17.79999924,41,306.5,40.25,671.5,182.6860046,1700,306.5,97.5,780,272.3829956,874.4619751,1238,339.75,135.1260071,772,283.5559998,2625.300049,316.7000122,287.75,345
19/11/2008,18,38,329.25,36,658,185.647995,1689,294,97.5,739.5,270.1730042,861.5380249,1185,329.75,124.4909973,741,285.0830078,2638.97998,307.2000122,267.75,324.75
20/11/2008,17.57500076,37,317.5,34.75,626,182.6860046,1672,246,97.5,756.5,269.6199951,871.2310181,1120,318.75,127.0970001,688,274.3890076,2568.610107,296.2999878,262.75,319
21/11/2008,17.29999924,36.5,334,33.25,621.5,181.697998,1590,245,97.5,769.5,262.4379883,856.6920166,1058,305.5,117.2959976,635.5,277.1390076,2460.120117,285.8999939,258.5,354.75
24/11/2008,18.39999962,37.25,348.25,36,670,187.3760071,1770,295,97.5,858.5,277.9079895,917.5380249,1139,334.75,128.2440033,659,325.7219849,2718.149902,299.7999878,292,430.75
25/11/2008,18.875,30.25,373.5,36.25,647.5,186.1419983,1764,288,94.5,849,284.5379944,925.0770264,1132,337,131.1640015,721,333.6669922,2735.75,301.3999939,291,401.25
26/11/2008,18.5,29.5,377,34,660,189.5980072,1731,296,94.5,810,311.0580139,950.9229736,1097,346.5,131.8930054,760,319.3059998,2675.149902,290.3999939,296.75,429.25
27/11/2008,18.5,35.5,383.75,35,656.5,188.6109924,1692,322,94.5,796,322.1080017,955.7689819,1104,345,131.371994,798,311.3609924,2620.409912,301.6000061,299.25,462
28/11/2008,19.02499962,37.25,393.25,35.5,677,194.5350037,1698,337.25,124,835.5,338.4060059,969.2310181,1103,354.25,132.6230011,847,320.2219849,2698.610107,295.2999878,311.75,432
01/12/2008,18.64999962,36.5,373.75,33.75,648,189.5980072,1600,307,102.5,819,316.0299988,969.2310181,1062,339.5,126.2630005,780,305.5559998,2554.929932,288,286,401.75
02/12/2008,19.04999924,33.25,394.75,34.5,659.5,186.3890076,1651,313.5,105,831.5,335.6440125,962.2310181,1058,340.5,127.8270035,781.5,305.5559998,2623.350098,325.3999939,289.25,414.5
03/12/2008,18.70000076,30,403.75,33,646.5,187.6230011,1710,305.5,105,868,333.7099915,897.0770264,1092,344.5,133.4049988,770,311.6669922,2725.969971,334.8999939,280.5,405.75
04/12/2008,17.25,29.75,401.5,31.75,646,187.6230011,1697,310,105,853,343.1029968,919.6920166,1068,340.75,131.6329956,775,320.2219849,2721.090088,326,284.25,388
05/12/2008,17.25,29.25,385,31.5,632.5,187.6230011,1688,291,105,832,322.9360046,913.7689819,1061,326,131.9980011,746,320.2219849,2712.290039,324.8999939,271.75,370.25
08/12/2008,17.125,31,416.75,33,652,189.5980072,1696,358.5,105,870.5,350.8380127,948.2310181,1084,359.5,141.2250061,799,330.6109924,2717.179932,329.5,302.75,426.75
09/12/2008,18,35,413.25,33.5,667,192.5599976,1710,377.75,100,893.5,364.0979919,1021.460022,1096,354,140.8079987,795,348.3330078,2555.909912,335.6000061,296.5,421.75
10/12/2008,18,37.25,407.5,37.5,661,192.5599976,1700,380.25,100,894,356.9150085,1000.460022,1100,345.75,137.1589966,869,350.7780151,2459.139893,334.2999878,296.25,456
11/12/2008,18.39999962,38.75,387.25,39,662.5,192.5599976,1675,365,100,882.5,357.743988,1004.77002,1151,339,137.6799927,899.5,327.5559998,2455.22998,327.7000122,301.5,437.25
12/12/2008,16.32500076,38,396.5,37.25,659.5,192.5599976,1635,345.5,100,900.5,360.230011,968.1539917,1096,345.25,133.9790039,890.5,311.6669922,2390.719971,329.7000122,305.5,423.5
15/12/2008,16,37.5,407,38,653,192.8070068,1635,347,90,879.5,364.0979919,980.5380249,1105,341,133.9790039,845,323.8890076,2398.540039,327,316.5,444.25
16/12/2008,16.70000076,38.25,418.25,38.5,675,192.5599976,1674,350,90,890,372.1090088,1012.309998,1119,347.5,135.3339996,863.5,325.1109924,2474.780029,328.2999878,321.5,436
17/12/2008,16.79999924,39.5,424.5,40,677.5,192.0670013,1628,370,90,896,374.5950012,1010.150024,1115,347,134.1869965,835,317.7780151,2453.280029,330.5,324.5,447
18/12/2008,16.64999962,42,418.5,41.75,690.5,192.5599976,1730,376.75,90,885.5,382.3299866,998.3079834,1160,345,136.845993,813.5,287.2219849,2549.060059,343,323,421.25
19/12/2008,17,41,439,39.75,711.5,184.1670074,1740,377,92.5,883,366.8599854,976.7689819,1179,347.25,135.4900055,832,263.0830078,2491.399902,358.3999939,325.25,391.25
22/12/2008,16.5,40.25,418,40.25,706,191.572998,1745,371.25,95,886,357.4679871,953.0770264,1141,342.5,138.9309998,870,260.3330078,2472.830078,351.7000122,314.25,407.75
23/12/2008,16.72500038,42.25,422,42.5,707.5,189.1040039,1739,390,97.5,899,369.8989868,1001.539978,1167,355.25,134.0310059,850,250.5559998,2477.709961,345.2999878,320,404
29/12/2008,17.27499962,42,424,44,720.5,178.2420044,1778,398.75,97.5,902.5,366.3080139,982.6920166,1182,354.25,135.7510071,888,251.7779999,2495.310059,347,324.25,413.75
30/12/2008,17.39999962,41.75,431.75,43.75,733,187.6230011,1790,399.75,97.5,905,371.5559998,994,1195,366.75,141.9029999,855,248.7220001,2506.060059,356.5,332.25,421.75
02/01/2009,18.29999924,45,435.75,44.5,740,187.6230011,1865,420,105,937.5,389.7890015,997.2310181,1204,376.25,144.9259949,875,249.3329926,2550.040039,365.2000122,344.75,471.5
05/01/2009,18.92499924,47.25,433.25,45.5,717.5,189.8450012,1845,412.75,107.5,950.5,400.0100098,989.1539917,1251,393,151.2339935,852.5,245.9720001,2617.47998,360.7000122,363,458
06/01/2009,19.5,49.5,429.5,46,738.5,192.5599976,1810,429,117.5,971.5,391.4460144,1001.539978,1263,390.25,154.1009979,899,276.5280151,2663.419922,355.3999939,360.75,494.25
07/01/2009,19.60000038,50.25,425,46,728.5,180.7109985,1754,419.75,117.5,981,372.6610107,993.4619751,1159,389,148.8359985,863.5,281.1109924,2619.439941,360.2999878,350,453.25
08/01/2009,19.04999924,52.25,424.25,46,729.5,183.1790009,1786,388.25,117.5,960,368.5180054,999.3850098,1183,390.75,146.8549957,899,277.4440002,2697.629883,361.1000061,350,460
09/01/2009,19.10000038,51.5,410.75,43.75,717.5,190.0919952,1852,382.5,117.5,949,364.0979919,976.2310181,1185,387.25,143.4140015,861,271.6390076,2641.919922,363.1000061,350,462
12/01/2009,18.70000076,51.75,412.5,43.5,714.5,192.3139954,1844,392,117.5,943.5,363.2690125,976.7689819,1200,380.5,144.1959991,815,284.1669922,2663.419922,350.2999878,337,424.75
13/01/2009,17.47500038,49.5,408.5,41,695,190.0919952,1801,371,117.5,938,362.4400024,959,1207,384,144.7700043,792,277.1390076,2693.719971,351.6000061,341.25,410
14/01/2009,16.60000038,45.5,411.5,42.5,675,191.0789948,1739,334,117.5,884,352.7709961,935.8460083,1202,363.75,141.7980042,718.5,259.1109924,2592.070068,346.6000061,318.5,380.25
15/01/2009,15.92500019,45,418.25,40.5,677.5,189.5980072,1742,347.75,110,888,353.6000061,910,1174,372,137.576004,710,260.0280151,2644.850098,344.5,316,396
16/01/2009,16.14999962,45,411,40.75,675.5,190.0919952,1778,335.75,141.5,889.5,357.743988,920.2310181,1192,380,140.651001,748.5,254.5279999,2645.830078,344.7999878,321.75,418.5
19/01/2009,16.57500076,43.25,415,39.5,682.5,187.6230011,1805,316.5,140,905.5,367.6889954,936.9229736,1190,382,142.371994,709,238.4559937,2655.600098,353.3999939,321,416.75
20/01/2009,16.45000076,43.5,408.25,40,675,181.9450073,1844,293.5,140,881.5,374.3190002,920.7689819,1185,389.5,142.4759979,695,222.4440002,2720.110107,350.7000122,317.25,410.75
21/01/2009,16.45000076,43.75,401,40.75,668,177.7480011,1810,311,135,849.5,371.8330078,913.2310181,1168,397,138.4620056,685,231.6109924,2673.189941,351.2999878,317,417
22/01/2009,16.39999962,41.75,405.25,40,669.5,178.7359924,1819,306.5,135,850,371.8330078,943.3850098,1160,396.75,133.9790039,702,237.1109924,2668.310059,349.8999939,320,426.5
23/01/2009,16,40,401.5,40.75,666,168.1199951,1843,288.5,128,829.5,366.3080139,924,1198,403.25,135.3339996,697.5,232.2220001,2680.030029,356.5,318.75,423.75
