Date,RMV.L,AHT.L,EXPN.L,RTO.L,ABF.L,STJ.L,BATS.L,PRU.L,GVC.L,SMIN.L,CPG.L,SPX.L,SSE.L,BA.L,VOD.L,SDR.L,SLA.L,RB.L,TSCO.L,RR.L,ANTO.L
23/07/2010,66.59999847,100.0999985,653,109.5,1074,242.6260071,2266.5,527,100,1147,625.4299927,1724.150024,1159,316.5,156.9689941,1243,240.6560059,3260.610107,398.8500061,607,1011
26/07/2010,66.40000153,100.8000031,647,109,1086,247.6620026,2282.5,527.5,100,1147,625.9829712,1711.22998,1168,316.8999939,158.5850067,1246,243.2220001,3257.679932,395.3999939,603,1014
27/07/2010,66.19999695,99.90000153,637,104.5,1091,253.1920013,2259.5,552.5,100,1135,616.5900269,1699.390015,1178,318.6000061,156.6040039,1275,249.3329926,3167.76001,396.3500061,593.5,1005
28/07/2010,66.65000153,99.15000153,634,103.4000015,1044,269.881012,2242.5,551.5,100,1121,598.9099731,1701.540039,1115,317,154.5709991,1277,247.2559967,3157.01001,396,587.5,994
29/07/2010,66.5,99.05000305,635,107.3000031,1028,276.3980103,2197,561,95.5,1118,591.1749878,1681.079956,1117,320.1000061,156.9170074,1286,249.8220062,3109.110107,398.25,585.5,997.5
30/07/2010,65.34999847,97,627.5,102.3000031,1027,272.5469971,2194,554.5,94.5,1116,585.6500244,1681.079956,1108,312.3999939,155.0919952,1288,247.1329956,3054.379883,390.6499939,580,988
02/08/2010,67.65000153,99.30000305,637,106.1999969,1040,274.2260132,2188,566.5,93.5,1139,606.0930176,1688.609985,1129,318.8999939,157.3339996,1334,255.6889954,3114,398.6000061,586.5,1037
03/08/2010,66.69999695,96.15000153,634,106.1999969,1041,274.0280151,2234,572,92.5,1138,604.4349976,1666,1125,320.7999878,154.4140015,1331,259.4779968,3147.22998,401.5,570,1037
04/08/2010,66.09999847,94.25,634,105.0999985,1037,267.9060059,2252,568.5,92.5,1136,606.6450195,1658.459961,1133,324.6000061,156.4470062,1338,258.6220093,3092.5,401.2000122,574.5,1018
05/08/2010,65.34999847,95.44999695,628.5,105.3000031,1030,273.2380066,2222.5,582,92,1118,591.1749878,1659.540039,1127,323.3999939,156.9689941,1385,262.7780151,3024.080078,399.3999939,563.5,1023
06/08/2010,64,100,623.5,104.4000015,1015,266.6220093,2212,571.5,92,1107,581.78302,1664.920044,1123,320,158.7409973,1371,259.9670105,2991.830078,399.9500122,560.5,1025
09/08/2010,64.44999695,100.9000015,631.5,105.5,1037,285.3840027,2252.5,587,92,1124,589.5180054,1678.920044,1145,324.6000061,161.5039978,1429,263.0220032,3036.790039,404.5,563,1047
10/08/2010,62.45000076,97.30000305,634,105,1040,280.9410095,2224,582.5,94,1148,580.125,1674.609985,1140,326.8999939,160.6699982,1402,264.4890137,3048.51001,406.25,560,1021
11/08/2010,60.15000153,93.5,621.5,101,1017,270.769989,2210,562,94,1193,569.6279907,1649.849976,1129,317,157.177002,1345,254.9559937,2995.73999,401.3500061,552,989.5
12/08/2010,59.95000076,90.84999847,617.5,98.55000305,1027,271.6579895,2232.5,553.5,93,1162,560.2349854,1614.310059,1136,312.7000122,158.4810028,1330,248.9669952,3051.449951,401.3999939,560,995.5
13/08/2010,60,91.40000153,617.5,99.30000305,1023,266.8200073,2253,552.5,93,1151,553.6049805,1616.459961,1125,309.1000061,159.7839966,1367,256.4219971,3050.469971,401.0499878,559.5,990.5
16/08/2010,59.84999847,89.75,619.5,98.15000153,1025,263.3630066,2261,555,93,1154,558.5780029,1616.459961,1121,304.7000122,160.1490021,1371,257.1560059,3095.429932,398.5,559.5,1003
17/08/2010,59.90000153,94.65000153,634,100.0999985,1027,262.0799866,2280.5,583.5,92,1181,572.3900146,1672.459961,1121,313.2000122,160.1490021,1423,261.0669861,3157.01001,404.4500122,568,1047
18/08/2010,59.95000076,91.05000305,637,100.5999985,1030,263.1659851,2232.5,587.5,92,1184,567.9699707,1677.849976,1115,309.6000061,159.7839966,1397,254.7109985,3123.77002,403.2000122,567.5,1035
19/08/2010,59.84999847,90.09999847,624.5,99.34999847,1022,260.302002,2178.5,570,92,1171,564.6550293,1663.849976,1111,303.7999878,157.9589996,1376,250.5559998,3073.929932,402.6499939,571,1023
20/08/2010,59.70000076,87.55000305,622,96.55000305,1009,256.8460083,2166,557.5,91,1161,557.0529785,1649.849976,1118,302.2999878,156.7599945,1376,247.0110016,3087.610107,400.2000122,560,1011
23/08/2010,59.84999847,86.59999847,622.5,95.80000305,1016,262.6719971,2177.5,571,91,1160,557.4730225,1677.849976,1126,302.2000122,157.8029938,1395,252.5110016,3094.449951,403.9500122,561.5,1027
24/08/2010,59.90000153,82.25,616.5,93.40000153,1051,251.3159943,2201.5,560.5,91,1138,567.4180298,1683.22998,1127,298.2999878,156.2389984,1368,248.2330017,3093.47998,402.5,557.5,1012
25/08/2010,59.65000153,78.30000305,606,91.84999847,1047,249.8350067,2181,547,91.25,1135,570.7329712,1682.150024,1126,299.1000061,155.7700043,1330,243.2220001,3059.27002,402.7000122,553,977.5
26/08/2010,62.20000076,77.5,616.5,93.05000305,1052,248.4519958,2214,553,91.25,1133,580.125,1685.390015,1119,300.1000061,155.8220062,1355,245.1779938,3100.320068,401.8999939,559,1012
27/08/2010,61.90000153,79,626,93.30000305,1055,251.3159943,2224,565.5,92,1125,583.992981,1696.150024,1136,296.5,160.1490021,1372,249.6999969,3115.959961,406.6000061,555.5,1024
31/08/2010,64.69999695,76.94999695,621.5,93.80000305,1058,252.3040009,2216,566,92,1145,589.5180054,1705.849976,1145,294.7000122,163.8500061,1373,249.0890045,3189.26001,406.9500122,554,1032
01/09/2010,67.34999847,81,644.5,96.75,1069,255.7599945,2291,580,93.5,1178,597.2529907,1723.079956,1161,302,164.7359924,1384,257.7669983,3243.02002,415.8999939,569,1094
02/09/2010,69.19999695,86,644,97.25,1072,255.7599945,2300,584,93.5,1190,590.0700073,1723.079956,1155,313.2999878,164.0070038,1400,260.3330078,3232.27002,412.2000122,569.5,1082
03/09/2010,69.5,88.25,650,99.59999847,1065,262.178009,2311,587,92.5,1202,596.7000122,1760.77002,1158,321.6000061,165.779007,1391,261.5559998,3256.699951,413.25,572,1092
06/09/2010,69.30000305,92,651,101.9000015,1068,259.8089905,2315,588,92.5,1198,595.5949707,1770.459961,1163,322.5,166.6130066,1395,262.5329895,3281.139893,414.7999878,573.5,1092
07/09/2010,69.15000153,93.65000153,649,102.1999969,1070,255.2660065,2310,588.5,92.5,1194,597.2529907,1762.920044,1161,323.2000122,166.7169952,1381,257.5220032,3284.070068,410.4500122,570,1076
08/09/2010,69.25,93.19999695,654,102.8000031,1077,257.4389954,2319,584.5,92.5,1206,599.4630127,1772.609985,1178,323.2999878,166.6130066,1385,258.743988,3299.709961,414.75,569,1109
09/09/2010,70.75,92.5,662,105.1999969,1087,257.7349854,2345.5,594,92.5,1229,606.6450195,1803.849976,1177,319.1000061,166.2480011,1401,260.4559937,3301.659912,417.9500122,578,1120
10/09/2010,74,94.34999847,659.5,104.9000015,1088,261.7829895,2367,599.5,92.5,1229,607.197998,1806,1172,322.8999939,167.0820007,1421,262.4110107,3302.639893,418.6000061,585,1120
13/09/2010,73.44999695,99,664.5,107.0999985,1072,266.3259888,2373,618,92.5,1230,609.40802,1806,1172,333.1000061,167.0299988,1438,267.0559998,3336.850098,422.2000122,595,1155
14/09/2010,73.5,99,668.5,107,1070,270.177002,2355,621,92.5,1225,607.75,1788.77002,1179,334.3999939,166.7700043,1426,271.5780029,3342.709961,423.25,584,1151
15/09/2010,73,100.5,674,106.9000015,1064,269.5849915,2358.5,627.5,92.5,1223,602.2249756,1809.22998,1162,340.7999878,167.9160004,1428,276.4670105,3370.080078,430.7000122,584.5,1152
16/09/2010,73.25,99.84999847,673.5,104.9000015,1052,271.9549866,2351,623.5,92.5,1215,595.0430298,1812.459961,1152,329.7999878,166.6649933,1415,274.8779907,3359.330078,426.8500061,578,1155
17/09/2010,73.40000153,99.80000305,663,104.0999985,1050,269.6830139,2359,612,92.5,1215,590.0700073,1821.079956,1128,329.2000122,167.1340027,1403,273.0440063,3318.280029,428.6499939,583,1165
20/09/2010,73.25,100.1999969,671.5,104.4000015,1075,283.6069946,2403.5,626,92.5,1220,601.1199951,1825.390015,1151,333.7999878,170.9920044,1404,278.0559998,3420.909912,437.5,591,1189
21/09/2010,73.19999695,103,668.5,104,1073,279.4599915,2398.5,619,92.5,1242,598.9099731,1826.459961,1132,334.3999939,170.0019989,1391,280.743988,3387.669922,433,588.5,1177
22/09/2010,72.5,103,669,102.9000015,1068,276.9909973,2391,613,92.5,1212,591.1749878,1818.920044,1132,332.7999878,169.2200012,1373,277.8110046,3379.850098,435.8999939,576.5,1214
23/09/2010,73.65000153,102.5,674,102.8000031,1067,278.5710144,2393,609,91.5,1206,597.2529907,1824.310059,1133,337.1000061,168.697998,1396,278.2999878,3416.02002,433.7000122,575,1211
24/09/2010,74.19999695,104.4000015,678.5,103.5999985,1071,285.2860107,2430.5,615.5,97.5,1227,600.5679932,1899.689941,1125,347.5,167.8119965,1440,283.3110046,3458.050049,439,590.5,1181
27/09/2010,73.5,107.3000031,681.5,102.5,1061,284.6929932,2395,615.5,97.5,1207,595.0430298,1927.689941,1125,346.3999939,165.8309937,1436,282.4559937,3435.570068,434,589,1195
28/09/2010,73.25,108.0999985,685,103.8000031,1061,285.9769897,2381.5,637.5,103.5,1214,597.8049927,1941.689941,1131,338.2999878,165.1529999,1446,281.8439941,3424.810059,432.2999878,591.5,1220
29/09/2010,74,108.6999969,692,103.5,1059,287.3590088,2380.5,634,108,1196,609.40802,1963.22998,1118,341.5,165.2579956,1437,284.0440063,3390.610107,433.25,612,1236
30/09/2010,73.34999847,109.9000015,693,103,1049,286.1740112,2374.5,636.5,108.5,1219,586.2030029,1938.459961,1118,342.2999878,163.7980042,1438,282.5780029,3421.879883,424,603.5,1236
01/10/2010,74.25,110,674,101.5,1031,288.3469849,2360.5,647,112,1242,575.7050171,1940.609985,1120,343.1000061,165.6230011,1446,280.743988,3409.179932,428.1000061,595.5,1248
04/10/2010,74,108.5,676,101.3000031,1036,284.0020142,2345,635.5,118,1226,568.5230103,1941.689941,1123,342.5,165.779007,1445,278.178009,3396.469971,430.3500061,591,1224
05/10/2010,74.55000305,110.5,682.5,103,1048,280.446991,2367.5,637,119.5,1240,571.9810181,1948.150024,1130,350.7999878,167.8639984,1443,279.0329895,3416.02002,431.25,600,1269
06/10/2010,75.75,115,685,103.6999969,1054,278.4719849,2370,643,118,1250,575.7050171,1972.920044,1120,355.3999939,168.8029938,1450,283.5559998,3385.719971,440.6499939,601.5,1313
07/10/2010,75.90000153,114.4000015,680.5,103.6999969,1055,271.7569885,2368,643,124,1245,580.6779785,1944.920044,1128,350.1000061,168.4900055,1462,282.4559937,3421.879883,438.0499878,592,1249
08/10/2010,76.19999695,114.1999969,671.5,102.6999969,1044,270.8680115,2374.5,636.5,126,1236,575.1530151,1955.689941,1129,351.8999939,168.072998,1456,280.9890137,3378.879883,436.3999939,600,1272
11/10/2010,75.80000305,113.3000031,684.5,101,1042,272.8429871,2388.5,628.5,120.5,1255,572.3900146,1958.920044,1137,355.7999878,169.4799957,1488,283.7999878,3326.100098,439.6499939,602.5,1268
12/10/2010,76,115.0999985,680.5,100.8000031,1048,271.8559875,2411,618.5,120.5,1260,580.125,1958.920044,1136,355,169.0110016,1479,282.3330078,3358.350098,437.1000061,606.5,1249
13/10/2010,76.5,116.3000031,700,100.6999969,1053,272.5469971,2434,623,121,1285,586.7550049,1954.609985,1119,365,170.8880005,1487,288.5669861,3383.76001,433.8999939,627.5,1301
14/10/2010,76.40000153,117,702,100.3000031,1052,271.0660095,2416.5,619,120.5,1274,576.8099976,1944.920044,1116,366.5,173.598999,1480,286.7330017,3373.98999,434.25,628,1313
15/10/2010,76.75,116,707.5,99.80000305,1042,270.571991,2416,612.5,120.5,1261,575.1530151,1960,1112,365.7999878,174.1199951,1480,277.4440002,3387.669922,435.1000061,635,1307
18/10/2010,76.34999847,115.6999969,709,101.4000015,1047,272.2510071,2447,623.5,119,1251,582.8880005,1955.689941,1115,369.8999939,175.5800018,1491,283.7999878,3373.98999,432.9500122,624,1288
19/10/2010,76.5,116,712,101.3000031,1047,273.5350037,2447.5,634,121,1250,572.9429932,1962.150024,1125,363.8999939,173.3379974,1482,281.8439941,3342.709961,431.2999878,622.5,1244
20/10/2010,76.75,121.4000015,712.5,100.1999969,1035,275.9049988,2461,630,121.5,1219,576.8099976,1971.849976,1114,349.8999939,175.5279999,1493,278.6669922,3338.800049,432.6499939,627,1264
21/10/2010,77.25,126.1999969,723,102.1999969,1060,273.4360046,2464.5,653,121.5,1220,582.8880005,1993.390015,1129,357.2000122,174.1199951,1521,283.3110046,3469.77002,431.2999878,642,1280
22/10/2010,78.15000153,127.9000015,724,100.8000031,1061,274.1270142,2438.5,641,121.5,1204,581.2299805,1993.390015,1128,358.3999939,174.1199951,1512,280.5,3309.47998,428.4500122,641.5,1269
25/10/2010,78.5,127.9000015,726,103,1060,276.2999878,2432.5,632,121.5,1202,577.8380127,2013.849976,1117,354.2000122,172.9730072,1518,277.4440002,3340.76001,431.1499939,638.5,1321
26/10/2010,78.75,127.8000031,724,102.5999985,1054,275.7070007,2438,621.5,121.5,1197,575.1530151,1997.689941,1108,347.7999878,174.5370026,1507,276.5889893,3358.350098,428.9500122,638,1301
27/10/2010,78,124.3000031,720.5,101.5,1045,272.3500061,2401,613.5,121.5,1167,574.5999756,1982.609985,1109,343.3999939,173.3899994,1525,273.5329895,3356.399902,424,629.5,1299
28/10/2010,81,124.3000031,726,100.9000015,1049,274.0280151,2404.5,630.5,121.5,1172,567.4180298,1974,1115,348.3999939,177.9779968,1595,277.321991,3362.26001,423.9500122,643.5,1326
29/10/2010,79.59999847,125.6999969,725.5,99.09999847,1047,273.0409851,2380,630.5,121.5,1192,565.2080078,1948.150024,1153,344.7000122,177.0919952,1579,277.4440002,3412.110107,426.8500061,647.5,1322
01/11/2010,78.75,124,739,98.30000305,1048,269.5849915,2393,627,121.5,1232,574.5999756,1962.150024,1160,353.1000061,177.8739929,1577,276.4670105,3445.340088,428.5,654,1341
02/11/2010,78.59999847,128.3000031,742,100,1061,260.5979919,2445,623,121.5,1222,583.992981,1950.310059,1162,353.5,180.1670074,1572,279.8890076,3476.620117,431.7999878,653,1384
03/11/2010,78.34999847,126.5,740,100.5999985,1049,256.7470093,2444,619,119.5,1212,573.4949951,1956.77002,1142,343.1000061,180.4799957,1569,277.6889954,3503.01001,424.1000061,654.5,1323
04/11/2010,78.25,126.1999969,733,100.3000031,1061,258.2290039,2429,647,119.5,1245,577.914978,1985.849976,1140,342.6000061,180.5319977,1595,283.3110046,3548.949951,421,621.5,1396
05/11/2010,79.15000153,125,737.5,94.5,1071,259.6109924,2447.5,648,119.5,1233,578.4680176,1986.920044,1140,341.8999939,181.3139954,1602,285.8779907,3516.689941,419.6499939,591,1431
08/11/2010,79.44999695,126.9000015,737,94.44999695,1073,259.8089905,2448,642.5,119.5,1223,593.3850098,1943.849976,1122,342,182.4609985,1580,284.0440063,3498.120117,416.3999939,607,1428
09/11/2010,78.5,135,735.5,91.34999847,1107,259.1170044,2433.5,630.5,119.5,1202,599.4630127,1948.150024,1118,348.5,181.4190063,1667,284.4110107,3478.570068,413.2999878,606.5,1461
10/11/2010,78.30000305,134.8999939,725,90.55000305,1100,260.5979919,2416,623,119.5,1189,597.2529907,1933.079956,1160,359.3999939,180.7929993,1633,280.3779907,3494.209961,413.1499939,588,1405
11/11/2010,77.44999695,133.6000061,716,94.25,1099,257.7349854,2405.5,623,119.5,1181,598.9099731,1867.390015,1143,354.5,179.2290039,1630,275.4890137,3478.570068,411.5,584,1472
12/11/2010,78.25,134.8000031,717.5,94.55000305,1087,255.7599945,2399,624.5,119.5,1183,598.9099731,1864.150024,1161,350.5,181.3659973,1617,275.9779968,3443.389893,418.6000061,611,1432
15/11/2010,77.44999695,134,719.5,95.55000305,1094,253.2910004,2399,623,119.5,1195,597.2529907,1879.22998,1164,352.5,181.470993,1619,276.1000061,3447.290039,422.6000061,597,1438
16/11/2010,75.5,126.1999969,703.5,95.69999695,1072,244.9960022,2382.5,608,119.5,1142,585.6500244,1856.609985,1147,345.2000122,177.7169952,1577,269.0109863,3396.469971,420.2000122,589,1359
17/11/2010,75.90000153,125,748,95,1069,248.9459991,2363,612.5,119.5,1132,585.0980225,1863.079956,1148,347.7999878,174.0679932,1578,271.3330078,3392.560059,419.7999878,599.5,1365
18/11/2010,77,128.8000031,744.5,93.80000305,1080,248.6499939,2402.5,618,119.5,1154,591.7280273,1880.310059,1156,352.7000122,175.2669983,1602,273.5329895,3460.97998,428.2999878,603.5,1395
19/11/2010,76.25,128,742.5,93.90000153,1084,251.2169952,2427.5,614.5,119.5,1145,584.5449829,1895.390015,1156,349.7000122,174.9019928,1601,272.4330139,3508.870117,426.6499939,592,1377
22/11/2010,76.55000305,128.3999939,735,92.75,1075,243.7120056,2412,600.5,119.5,1135,595.5949707,1985.849976,1167,345.8999939,173.1820068,1589,264,3503.01001,421.8500061,590.5,1375
23/11/2010,75,124,725.5,89.19999695,1057,239.6640015,2379,590.5,119.5,1120,582.8880005,1938.459961,1155,338.7999878,169.8970032,1578,259.8439941,3419.929932,418.25,598.5,1317
24/11/2010,73.65000153,124.9000015,742.5,90.75,1080,242.2310028,2384.5,589.5,118.5,1152,625.4299927,1961.079956,1156,333.7999878,171.0440063,1636,263.1440125,3417,420.3500061,615.5,1373
25/11/2010,75.09999847,130.5,751,90.40000153,1083,247.3659973,2388.5,588,118.5,1171,605.539978,1981.540039,1156,335.1000061,172.2429962,1668,264.4890137,3424.810059,429.2999878,618.5,1377
26/11/2010,75,131,751,90.5,1083,244.798996,2394,577,117.5,1175,613.2750244,1967.540039,1148,340.1000061,172.3480072,1676,261.4330139,3421.879883,430,616.5,1325
29/11/2010,75,131.5,744,89.19999695,1067,240.2559967,2333.5,568.5,117.5,1159,607.197998,1969.689941,1121,333.8999939,166.0919952,1630,255.4440002,3345.649902,421.6000061,608,1299
30/11/2010,75,130.8999939,734.5,87.69999695,1061,233.2449951,2330.5,568,117.5,1138,613.8280029,1936.310059,1120,330.2999878,167.6040039,1596,245.9109955,3323.169922,414.2999878,609,1315
01/12/2010,76,131.5,751.5,88.25,1078,237.5899963,2348,599,117.5,1162,625.4299927,1988,1112,327.1000061,171.5659943,1658,248.4779968,3330.97998,414.2000122,618.5,1361
02/12/2010,75.69999695,144.6000061,789,91.19999695,1101,249.9340057,2371,605.5,117.5,1201,646.4249878,2002,1114,330.7999878,172.1909943,1712,254.4669952,3368.129883,427.9500122,626,1413
03/12/2010,75.90000153,144,785,91.15000153,1094,264.6470032,2365,600.5,117.5,1212,633.7180176,1992.310059,1125,326.2000122,171.0440063,1745,251.7779999,3375.949951,426.8999939,627.5,1436
06/12/2010,75.90000153,150,782.5,91.15000153,1110,266.6220093,2356.5,608.5,117.5,1217,646.9780273,2013.849976,1120,325.5,172.0350037,1748,249.5780029,3379.850098,420,640.5,1457
07/12/2010,76.19999695,150,786,90.59999847,1136,270.9670105,2360,612,117.5,1227,650.2930298,2050.459961,1121,325,172.1909943,1757,251.6560059,3405.27002,430,650,1528
08/12/2010,75.44999695,143.6999969,783.5,92.09999847,1106,273.3370056,2376.5,634.5,117.5,1229,647.5300293,2050.459961,1111,325.1000061,171.1490021,1768,256.9110107,3390.610107,425.4500122,652,1510
09/12/2010,75.19999695,158,775,94.94999695,1105,274.3250122,2366,654,117.5,1237,645.3200073,2004.150024,1116,324.7000122,170.8359985,1777,259.9670105,3402.330078,426.3500061,642,1510
10/12/2010,75.55000305,155.3000031,776.5,96.84999847,1091,274.4230042,2379,659,117.5,1255,638.1380005,1994.459961,1125,330.3999939,172.3999939,1779,260.2109985,3429.699951,427.75,639,1497
13/12/2010,76.44999695,159.8999939,785,98.15000153,1104,274.5220032,2377,655,117.5,1260,633.7180176,2016,1136,330.5,175.7359924,1791,259.2330017,3492.26001,432,630,1543
14/12/2010,77,158.1000061,791.5,98.05000305,1108,275.1149902,2407,660.5,114.5,1256,629.2979736,2074.149902,1150,337.5,176.727005,1788,259.7219849,3517.669922,429.2999878,628.5,1553
15/12/2010,74.30000305,157.3000031,812.5,97.09999847,1125,272.447998,2407.5,664,114,1242,637.03302,2100,1166,333.5,176.3099976,1782,256.2999878,3526.469971,426.8999939,626.5,1560
16/12/2010,75.19999695,166.1000061,807.5,96.15000153,1139,267.0169983,2424,669,113,1257,640.3480225,2104.310059,1173,330.3999939,174.8500061,1766,257.1560059,3518.649902,429,629,1528
17/12/2010,79.05000305,166.3999939,813.5,97.84999847,1133,269.4859924,2455,670.5,111.5,1235,639.7949829,2139.850098,1185,325,177.3000031,1783,256.6669922,3496.169922,433.3999939,630,1530
20/12/2010,80.09999847,164.3999939,813,98.15000153,1128,265.1409912,2463,671.5,113.5,1251,643.6630249,2110.77002,1200,327.5,177.5090027,1831,257.0329895,3517.669922,430.1000061,637,1547
21/12/2010,80.15000153,168.8999939,813,98.09999847,1149,263.1659851,2485,675,110,1270,645.3200073,2100,1203,335.1000061,177.2480011,1828,262.6560059,3515.709961,431.25,650,1594
22/12/2010,79.30000305,170.8999939,812.5,98.15000153,1160,264.4500122,2505,674.5,107.5,1255,649.7399902,2103.22998,1233,332.7999878,176.727005,1884,263.3890076,3518.649902,432,647,1605
23/12/2010,78.05000305,172.3999939,819,98.94999695,1166,271.4609985,2521,679,107.5,1258,656.3699951,2089.22998,1232,334.8999939,179.802002,1874,264.8559875,3565.560059,433.6000061,644.5,1606
24/12/2010,77.80000305,168.3000031,815,99.19999695,1180,270.0780029,2519,680,107.5,1269,656.3699951,2072,1237,336.2999878,179.4380035,1900,264,3560.669922,439,646.5,1605
29/12/2010,76.94999695,176.8999939,807,98.44999695,1182,269.5849915,2500,681,106.5,1265,653.0549927,2103.22998,1252,336,176.048996,1878,264.243988,3542.100098,435.4500122,641,1634
30/12/2010,78.90000153,174,802.5,97.80000305,1182,269.4859924,2492.5,668,107,1258,649.7399902,2081.689941,1258,330.7000122,174.1199951,1875,264.1220093,3495.189941,429.5499878,635.5,1624
31/12/2010,77.90000153,172.8999939,798,96.90000153,1181,262.3760071,2463.5,668,107,1245,642.0050049,2082.77002,1225,330,172.8690033,1855,264,3445.340088,425,623,1612
04/01/2011,81.19999695,171.6999969,800,97.55000305,1164,271.0660095,2488,677.5,107,1299,627.6400146,2082.77002,1239,342.2999878,177.1959991,1893,268.5220032,3535.26001,433.1000061,648.5,1622
05/01/2011,81.09999847,164.6999969,795,97.94999695,1150,274.0280151,2485,682,107.5,1301,633.164978,2050.459961,1242,341.7999878,182.7740021,1886,268.2780151,3495.189941,436.6499939,654,1586
06/01/2011,81,171.1000061,784.5,98.19999695,1139,277.2869873,2481,689,107.5,1291,633.7180176,2074.149902,1220,350.8999939,183.1909943,1898,268.5220032,3438.5,429.9500122,659,1537
07/01/2011,80.84999847,170.5,775.5,97.34999847,1150,278.4719849,2426.5,681,107.5,1294,625.4299927,2067.689941,1229,346.7999878,182.201004,1900,266.9330139,3411.129883,429.6499939,659.5,1511
10/01/2011,79.30000305,166.3999939,774,96.25,1141,275.8059998,2418.5,672,107.5,1273,626.5349731,2081.689941,1219,340.3999939,184.3379974,1887,261.3110046,3409.179932,429.6499939,653,1505
11/01/2011,80.15000153,176.1999969,786.5,97.59999847,1136,275.4110107,2430,689,107.5,1294,636.4799805,2114,1211,340,181.1060028,1918,265.8330078,3399.399902,425.3500061,665,1532
12/01/2011,79.94999695,170,780.5,99.09999847,1131,277.7810059,2411,697.5,107.5,1285,627.0880127,2180.77002,1215,345.6000061,178.2910004,1922,269.743988,3377.899902,423.7000122,664.5,1571
13/01/2011,77.40000153,166.3000031,775.5,98.05000305,1126,276.5960083,2325,694,107.5,1283,619.3530273,2142,1213,342.6000061,179.2290039,1895,272.9219971,3347.600098,405.5499878,663.5,1539
14/01/2011,77.69999695,162,775,97.80000305,1120,269.0910034,2366.5,697,107.5,1282,622.1149902,2061.22998,1199,346.7000122,179.2810059,1886,273.5329895,3330.01001,405.5499878,654.5,1502
17/01/2011,77,159.1999969,775.5,101.8000031,1112,271.5599976,2353,690,107.5,1381,626.5349731,2048.310059,1201,349.3999939,182.4609985,1841,272.678009,3359.330078,410.5,654,1489
18/01/2011,79.90000153,170.3000031,779,104.9000015,1116,279.3609924,2371.5,688.5,107.5,1388,636.4799805,2048.310059,1213,361.1000061,186.3190002,1851,274.8779907,3412.110107,409,661,1531
19/01/2011,79.65000153,167.3000031,773.5,102.3000031,1115,275.5100098,2337.5,670,107.5,1383,621.0100098,2011.689941,1206,349.8999939,184.1289978,1833,274.3890076,3349.550049,403.75,649.5,1476
20/01/2011,79.55000305,161.3000031,757.5,101.5999985,1079,277.4849854,2297,667,107.5,1355,616.5900269,1942.77002,1211,343.2000122,180.1670074,1816,271.3330078,3270.389893,398.8999939,630,1419
21/01/2011,78.5,163.3999939,761.5,102.5,1086,289.3340149,2282.5,665,107.5,1340,623.2199707,1992.310059,1217,349.6000061,183.1909943,1811,273.4110107,3313.389893,400,627,1411
24/01/2011,79,161.3999939,774,104.5,1092,290.42099,2373,654.5,106.5,1367,627.0880127,2019.22998,1222,353,185.4850006,1828,276.3439941,3372.030029,405.5,629.5,1408
25/01/2011,80,163.8000031,773,104.6999969,1081,291.70401,2355,668,111,1369,628.1929932,1992.310059,1215,351.6000061,187.1529999,1793,275.243988,3366.169922,399,636.5,1390
26/01/2011,80.44999695,167.1000061,782.5,104.4000015,1099,297.2340088,2376,683.5,114,1385,619.9050293,2010.609985,1178,355.6000061,188.352005,1847,278.5440063,3408.199951,403,649.5,1436
27/01/2011,83.94999695,164.6000061,780,102.3000031,1087,296.2470093,2370,704,114,1395,617.1430054,2000.920044,1178,347.2000122,186.6840057,1869,286.243988,3411.129883,398.7999878,647,1440
28/01/2011,83.19999695,164.5,775,102.5,1065,302.072998,2307.5,697,114,1367,615.4849854,1978.310059,1166,348.8999939,185.7449951,1826,282.4559937,3320.22998,398.1000061,643,1398
31/01/2011,83.59999847,166,775,100.0999985,1062,299.2090149,2305,676,114.5,1360,613.8280029,1951.390015,1159,342,182.826004,1803,280.256012,3318.280029,402.7000122,638,1406
01/02/2011,85.5,173,782,100.9000015,1073,304.1470032,2321.5,681,106,1361,609.40802,1988,1177,333.6000061,184.5460052,1861,288.0780029,3370.080078,403,638.5,1472
02/02/2011,86.40000153,177,778,100.5,1080,306.0230103,2353,700,107.5,1327,613.8280029,1999.849976,1162,332,184.651001,1855,287.2219849,3412.110107,406.0499878,626.5,1509
03/02/2011,84.34999847,185,774.5,100.3000031,1071,304.1470032,2388,697,108.5,1331,622.1149902,1971.849976,1166,329.6000061,184.5460052,1835,287.3439941,3387.669922,405,638,1524
04/02/2011,85.15000153,184.6999969,781.5,101.9000015,1069,302.1719971,2389,713,108.5,1350,614.9329834,1984.77002,1166,336.8999939,187.1529999,1851,293.0889893,3374.969971,402.5,643.5,1491
07/02/2011,88.40000153,186.3999939,790.5,103,1063,307.0109863,2444,716,109.5,1374,614.3800049,2019.22998,1169,341.2000122,185.1199951,1865,292.6000061,3361.280029,402.1000061,645.5,1495
08/02/2011,89.44999695,186.3999939,791.5,103.4000015,1061,306.2210083,2427,715.5,107.5,1403,614.9329834,1996.609985,1166,346,187.2570038,1860,294.7999878,3367.149902,396,654,1513
09/02/2011,91,185.3999939,798,102.5999985,1059,305.3320007,2403.5,731.5,107.5,1429,614.9329834,1999.849976,1167,350.8999939,187.779007,1841,294.5559998,3196.100098,394.5,655.5,1456
